#
# Output file generated by Yacora 1.6.3
# =====================================
#   Filename: 'PopKoeff_n=3.txt'
#   Date of creation: 22. May 2025
#   Time of creation: 08:18:06
#   Used input file: 'H_20_11_2019.txt'
#   Performed calculation: Population Coefficient for state 'H(3)' coupled to the particle 'H2'
#
#   Please cite D. Wünderlich, M. Giacomin, R. Ritz and U. Fantz, J. Quant. Spectrosc. Radiat. Transfer 240, 2020, 106695, if you use Yacora results.
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 79 calculated values between 1.0000 and 100.0000
#              T_n1: Fixed value 9284.0000
#              n_e: 196 calculated values between 1.0000e+16 and 1.0000e+21
#              n_i1: Fixed value 0.0000
#              n_n2: Fixed value 1.0000

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   1.0000        1.0000e+16    2.00489477e-31     
   1.0000        1.0608e+16    2.00481906e-31     
   1.0000        1.1253e+16    2.00474025e-31     
   1.0000        1.1938e+16    2.00465822e-31     
   1.0000        1.2664e+16    2.00457283e-31     
   1.0000        1.3434e+16    2.00448395e-31     
   1.0000        1.4251e+16    2.00439143e-31     
   1.0000        1.5118e+16    2.00429512e-31     
   1.0000        1.6037e+16    2.00419486e-31     
   1.0000        1.7013e+16    2.00409050e-31     
   1.0000        1.8047e+16    2.00398186e-31     
   1.0000        1.9145e+16    2.00386877e-31     
   1.0000        2.0309e+16    2.00375103e-31     
   1.0000        2.1544e+16    2.00362846e-31     
   1.0000        2.2855e+16    2.00350086e-31     
   1.0000        2.4245e+16    2.00336802e-31     
   1.0000        2.5719e+16    2.00322971e-31     
   1.0000        2.7283e+16    2.00308571e-31     
   1.0000        2.8943e+16    2.00293579e-31     
   1.0000        3.0703e+16    2.00277969e-31     
   1.0000        3.2570e+16    2.00261715e-31     
   1.0000        3.4551e+16    2.00244792e-31     
   1.0000        3.6652e+16    2.00227169e-31     
   1.0000        3.8882e+16    2.00208818e-31     
   1.0000        4.1246e+16    2.00189709e-31     
   1.0000        4.3755e+16    2.00169808e-31     
   1.0000        4.6416e+16    2.00149083e-31     
   1.0000        4.9239e+16    2.00127499e-31     
   1.0000        5.2233e+16    2.00105018e-31     
   1.0000        5.5410e+16    2.00081602e-31     
   1.0000        5.8780e+16    2.00057212e-31     
   1.0000        6.2355e+16    2.00031805e-31     
   1.0000        6.6147e+16    2.00005337e-31     
   1.0000        7.0170e+16    1.99977763e-31     
   1.0000        7.4438e+16    1.99949034e-31     
   1.0000        7.8965e+16    1.99919100e-31     
   1.0000        8.3768e+16    1.99887907e-31     
   1.0000        8.8862e+16    1.99855401e-31     
   1.0000        9.4267e+16    1.99821522e-31     
   1.0000        1.0000e+17    1.99786211e-31     
   1.0000        1.0608e+17    1.99749403e-31     
   1.0000        1.1253e+17    1.99711030e-31     
   1.0000        1.1938e+17    1.99671023e-31     
   1.0000        1.2664e+17    1.99629307e-31     
   1.0000        1.3434e+17    1.99585805e-31     
   1.0000        1.4251e+17    1.99540435e-31     
   1.0000        1.5118e+17    1.99493111e-31     
   1.0000        1.6037e+17    1.99443744e-31     
   1.0000        1.7013e+17    1.99392240e-31     
   1.0000        1.8047e+17    1.99338499e-31     
   1.0000        1.9145e+17    1.99282417e-31     
   1.0000        2.0309e+17    1.99223884e-31     
   1.0000        2.1544e+17    1.99162787e-31     
   1.0000        2.2855e+17    1.99099004e-31     
   1.0000        2.4245e+17    1.99032409e-31     
   1.0000        2.5719e+17    1.98962867e-31     
   1.0000        2.7283e+17    1.98890239e-31     
   1.0000        2.8943e+17    1.98814377e-31     
   1.0000        3.0703e+17    1.98735124e-31     
   1.0000        3.2570e+17    1.98652319e-31     
   1.0000        3.4551e+17    1.98565787e-31     
   1.0000        3.6652e+17    1.98475347e-31     
   1.0000        3.8882e+17    1.98380808e-31     
   1.0000        4.1246e+17    1.98281967e-31     
   1.0000        4.3755e+17    1.98178611e-31     
   1.0000        4.6416e+17    1.98070517e-31     
   1.0000        4.9239e+17    1.97957446e-31     
   1.0000        5.2233e+17    1.97839149e-31     
   1.0000        5.5410e+17    1.97715362e-31     
   1.0000        5.8780e+17    1.97585808e-31     
   1.0000        6.2355e+17    1.97450193e-31     
   1.0000        6.6147e+17    1.97308209e-31     
   1.0000        7.0170e+17    1.97159530e-31     
   1.0000        7.4438e+17    1.97003814e-31     
   1.0000        7.8965e+17    1.96840700e-31     
   1.0000        8.3768e+17    1.96669809e-31     
   1.0000        8.8862e+17    1.96490742e-31     
   1.0000        9.4267e+17    1.96303079e-31     
   1.0000        1.0000e+18    1.96106380e-31     
   1.0000        1.0608e+18    1.95900184e-31     
   1.0000        1.1253e+18    1.95684005e-31     
   1.0000        1.1938e+18    1.95457336e-31     
   1.0000        1.2664e+18    1.95219644e-31     
   1.0000        1.3434e+18    1.94970373e-31     
   1.0000        1.4251e+18    1.94708938e-31     
   1.0000        1.5118e+18    1.94434733e-31     
   1.0000        1.6037e+18    1.94147119e-31     
   1.0000        1.7013e+18    1.93845432e-31     
   1.0000        1.8047e+18    1.93528981e-31     
   1.0000        1.9145e+18    1.93197041e-31     
   1.0000        2.0309e+18    1.92848860e-31     
   1.0000        2.1544e+18    1.92483655e-31     
   1.0000        2.2855e+18    1.92100610e-31     
   1.0000        2.4245e+18    1.91698880e-31     
   1.0000        2.5719e+18    1.91277583e-31     
   1.0000        2.7283e+18    1.90835807e-31     
   1.0000        2.8943e+18    1.90372608e-31     
   1.0000        3.0703e+18    1.89887007e-31     
   1.0000        3.2570e+18    1.89377992e-31     
   1.0000        3.4551e+18    1.88844519e-31     
   1.0000        3.6652e+18    1.88285513e-31     
   1.0000        3.8882e+18    1.87699865e-31     
   1.0000        4.1246e+18    1.87086441e-31     
   1.0000        4.3755e+18    1.86444073e-31     
   1.0000        4.6416e+18    1.85771574e-31     
   1.0000        4.9239e+18    1.85067727e-31     
   1.0000        5.2233e+18    1.84331299e-31     
   1.0000        5.5410e+18    1.83561040e-31     
   1.0000        5.8780e+18    1.82755687e-31     
   1.0000        6.2355e+18    1.81913970e-31     
   1.0000        6.6147e+18    1.81034617e-31     
   1.0000        7.0170e+18    1.80116363e-31     
   1.0000        7.4438e+18    1.79157952e-31     
   1.0000        7.8965e+18    1.78158150e-31     
   1.0000        8.3768e+18    1.77115751e-31     
   1.0000        8.8862e+18    1.76029585e-31     
   1.0000        9.4267e+18    1.74898532e-31     
   1.0000        1.0000e+19    1.73721529e-31     
   1.0000        1.0608e+19    1.72497585e-31     
   1.0000        1.1253e+19    1.71225789e-31     
   1.0000        1.1938e+19    1.69905326e-31     
   1.0000        1.2664e+19    1.68535488e-31     
   1.0000        1.3434e+19    1.67115686e-31     
   1.0000        1.4251e+19    1.65645467e-31     
   1.0000        1.5118e+19    1.64124525e-31     
   1.0000        1.6037e+19    1.62552714e-31     
   1.0000        1.7013e+19    1.60930060e-31     
   1.0000        1.8047e+19    1.59256777e-31     
   1.0000        1.9145e+19    1.57533272e-31     
   1.0000        2.0309e+19    1.55760162e-31     
   1.0000        2.1544e+19    1.53938278e-31     
   1.0000        2.2855e+19    1.52068675e-31     
   1.0000        2.4245e+19    1.50152636e-31     
   1.0000        2.5719e+19    1.48191677e-31     
   1.0000        2.7283e+19    1.46187551e-31     
   1.0000        2.8943e+19    1.44142240e-31     
   1.0000        3.0703e+19    1.42057960e-31     
   1.0000        3.2570e+19    1.39937150e-31     
   1.0000        3.4551e+19    1.37782466e-31     
   1.0000        3.6652e+19    1.35596769e-31     
   1.0000        3.8882e+19    1.33383110e-31     
   1.0000        4.1246e+19    1.31144716e-31     
   1.0000        4.3755e+19    1.28884972e-31     
   1.0000        4.6416e+19    1.26607395e-31     
   1.0000        4.9239e+19    1.24315617e-31     
   1.0000        5.2233e+19    1.22013357e-31     
   1.0000        5.5410e+19    1.19704396e-31     
   1.0000        5.8780e+19    1.17392552e-31     
   1.0000        6.2355e+19    1.15081647e-31     
   1.0000        6.6147e+19    1.12775487e-31     
   1.0000        7.0170e+19    1.10477827e-31     
   1.0000        7.4438e+19    1.08192351e-31     
   1.0000        7.8965e+19    1.05922640e-31     
   1.0000        8.3768e+19    1.03672152e-31     
   1.0000        8.8862e+19    1.01444196e-31     
   1.0000        9.4267e+19    9.92419141e-32     
   1.0000        1.0000e+20    9.70682601e-32     
   1.0000        1.0608e+20    9.49259853e-32     
   1.0000        1.1253e+20    9.28176236e-32     
   1.0000        1.1938e+20    9.07454809e-32     
   1.0000        1.2664e+20    8.87116265e-32     
   1.0000        1.3434e+20    8.67178876e-32     
   1.0000        1.4251e+20    8.47658453e-32     
   1.0000        1.5118e+20    8.28568350e-32     
   1.0000        1.6037e+20    8.09919467e-32     
   1.0000        1.7013e+20    7.91720295e-32     
   1.0000        1.8047e+20    7.73976972e-32     
   1.0000        1.9145e+20    7.56693350e-32     
   1.0000        2.0309e+20    7.39871092e-32     
   1.0000        2.1544e+20    7.23509770e-32     
   1.0000        2.2855e+20    7.07606978e-32     
   1.0000        2.4245e+20    6.92158453e-32     
   1.0000        2.5719e+20    6.77158203e-32     
   1.0000        2.7283e+20    6.62598640e-32     
   1.0000        2.8943e+20    6.48470711e-32     
   1.0000        3.0703e+20    6.34764041e-32     
   1.0000        3.2570e+20    6.21467060e-32     
   1.0000        3.4551e+20    6.08567144e-32     
   1.0000        3.6652e+20    5.96050743e-32     
   1.0000        3.8882e+20    5.83903512e-32     
   1.0000        4.1246e+20    5.72110431e-32     
   1.0000        4.3755e+20    5.60655927e-32     
   1.0000        4.6416e+20    5.49523989e-32     
   1.0000        4.9239e+20    5.38698277e-32     
   1.0000        5.2233e+20    5.28162226e-32     
   1.0000        5.5410e+20    5.17899145e-32     
   1.0000        5.8780e+20    5.07892310e-32     
   1.0000        6.2355e+20    4.98125056e-32     
   1.0000        6.6147e+20    4.88580859e-32     
   1.0000        7.0170e+20    4.79243417e-32     
   1.0000        7.4438e+20    4.70096723e-32     
   1.0000        7.8965e+20    4.61125138e-32     
   1.0000        8.3768e+20    4.52313462e-32     
   1.0000        8.8862e+20    4.43646990e-32     
   1.0000        9.4267e+20    4.35111579e-32     
   1.0000        1.0000e+21    4.26693702e-32     
   1.0608        1.0000e+16    5.85920820e-31     
   1.0608        1.0608e+16    5.85897996e-31     
   1.0608        1.1253e+16    5.85874233e-31     
   1.0608        1.1938e+16    5.85849491e-31     
   1.0608        1.2664e+16    5.85823731e-31     
   1.0608        1.3434e+16    5.85796910e-31     
   1.0608        1.4251e+16    5.85768984e-31     
   1.0608        1.5118e+16    5.85739907e-31     
   1.0608        1.6037e+16    5.85709631e-31     
   1.0608        1.7013e+16    5.85678106e-31     
   1.0608        1.8047e+16    5.85645280e-31     
   1.0608        1.9145e+16    5.85611099e-31     
   1.0608        2.0309e+16    5.85575505e-31     
   1.0608        2.1544e+16    5.85538441e-31     
   1.0608        2.2855e+16    5.85499843e-31     
   1.0608        2.4245e+16    5.85459649e-31     
   1.0608        2.5719e+16    5.85417790e-31     
   1.0608        2.7283e+16    5.85374197e-31     
   1.0608        2.8943e+16    5.85328796e-31     
   1.0608        3.0703e+16    5.85281512e-31     
   1.0608        3.2570e+16    5.85232264e-31     
   1.0608        3.4551e+16    5.85180970e-31     
   1.0608        3.6652e+16    5.85127542e-31     
   1.0608        3.8882e+16    5.85071890e-31     
   1.0608        4.1246e+16    5.85013920e-31     
   1.0608        4.3755e+16    5.84953531e-31     
   1.0608        4.6416e+16    5.84890621e-31     
   1.0608        4.9239e+16    5.84825081e-31     
   1.0608        5.2233e+16    5.84756798e-31     
   1.0608        5.5410e+16    5.84685654e-31     
   1.0608        5.8780e+16    5.84611524e-31     
   1.0608        6.2355e+16    5.84534279e-31     
   1.0608        6.6147e+16    5.84453783e-31     
   1.0608        7.0170e+16    5.84369894e-31     
   1.0608        7.4438e+16    5.84282462e-31     
   1.0608        7.8965e+16    5.84191331e-31     
   1.0608        8.3768e+16    5.84096337e-31     
   1.0608        8.8862e+16    5.83997308e-31     
   1.0608        9.4267e+16    5.83894063e-31     
   1.0608        1.0000e+17    5.83786414e-31     
   1.0608        1.0608e+17    5.83674162e-31     
   1.0608        1.1253e+17    5.83557099e-31     
   1.0608        1.1938e+17    5.83435005e-31     
   1.0608        1.2664e+17    5.83307651e-31     
   1.0608        1.3434e+17    5.83174796e-31     
   1.0608        1.4251e+17    5.83036187e-31     
   1.0608        1.5118e+17    5.82891558e-31     
   1.0608        1.6037e+17    5.82740630e-31     
   1.0608        1.7013e+17    5.82583111e-31     
   1.0608        1.8047e+17    5.82418692e-31     
   1.0608        1.9145e+17    5.82247049e-31     
   1.0608        2.0309e+17    5.82067845e-31     
   1.0608        2.1544e+17    5.81880720e-31     
   1.0608        2.2855e+17    5.81685301e-31     
   1.0608        2.4245e+17    5.81481192e-31     
   1.0608        2.5719e+17    5.81267979e-31     
   1.0608        2.7283e+17    5.81045224e-31     
   1.0608        2.8943e+17    5.80812468e-31     
   1.0608        3.0703e+17    5.80569228e-31     
   1.0608        3.2570e+17    5.80314994e-31     
   1.0608        3.4551e+17    5.80049228e-31     
   1.0608        3.6652e+17    5.79771366e-31     
   1.0608        3.8882e+17    5.79480810e-31     
   1.0608        4.1246e+17    5.79176934e-31     
   1.0608        4.3755e+17    5.78859073e-31     
   1.0608        4.6416e+17    5.78526531e-31     
   1.0608        4.9239e+17    5.78178568e-31     
   1.0608        5.2233e+17    5.77814410e-31     
   1.0608        5.5410e+17    5.77433238e-31     
   1.0608        5.8780e+17    5.77034188e-31     
   1.0608        6.2355e+17    5.76616352e-31     
   1.0608        6.6147e+17    5.76178771e-31     
   1.0608        7.0170e+17    5.75720437e-31     
   1.0608        7.4438e+17    5.75240289e-31     
   1.0608        7.8965e+17    5.74737211e-31     
   1.0608        8.3768e+17    5.74210029e-31     
   1.0608        8.8862e+17    5.73657510e-31     
   1.0608        9.4267e+17    5.73078358e-31     
   1.0608        1.0000e+18    5.72471216e-31     
   1.0608        1.0608e+18    5.71834656e-31     
   1.0608        1.1253e+18    5.71167187e-31     
   1.0608        1.1938e+18    5.70467243e-31     
   1.0608        1.2664e+18    5.69733186e-31     
   1.0608        1.3434e+18    5.68963304e-31     
   1.0608        1.4251e+18    5.68155807e-31     
   1.0608        1.5118e+18    5.67308823e-31     
   1.0608        1.6037e+18    5.66420402e-31     
   1.0608        1.7013e+18    5.65488507e-31     
   1.0608        1.8047e+18    5.64511015e-31     
   1.0608        1.9145e+18    5.63485714e-31     
   1.0608        2.0309e+18    5.62410304e-31     
   1.0608        2.1544e+18    5.61282392e-31     
   1.0608        2.2855e+18    5.60099489e-31     
   1.0608        2.4245e+18    5.58859014e-31     
   1.0608        2.5719e+18    5.57558289e-31     
   1.0608        2.7283e+18    5.56194539e-31     
   1.0608        2.8943e+18    5.54764891e-31     
   1.0608        3.0703e+18    5.53266379e-31     
   1.0608        3.2570e+18    5.51695938e-31     
   1.0608        3.4551e+18    5.50050412e-31     
   1.0608        3.6652e+18    5.48326553e-31     
   1.0608        3.8882e+18    5.46521028e-31     
   1.0608        4.1246e+18    5.44630420e-31     
   1.0608        4.3755e+18    5.42651237e-31     
   1.0608        4.6416e+18    5.40579921e-31     
   1.0608        4.9239e+18    5.38412851e-31     
   1.0608        5.2233e+18    5.36146363e-31     
   1.0608        5.5410e+18    5.33776752e-31     
   1.0608        5.8780e+18    5.31300298e-31     
   1.0608        6.2355e+18    5.28713272e-31     
   1.0608        6.6147e+18    5.26011963e-31     
   1.0608        7.0170e+18    5.23192693e-31     
   1.0608        7.4438e+18    5.20251843e-31     
   1.0608        7.8965e+18    5.17185877e-31     
   1.0608        8.3768e+18    5.13991372e-31     
   1.0608        8.8862e+18    5.10665043e-31     
   1.0608        9.4267e+18    5.07203778e-31     
   1.0608        1.0000e+19    5.03604672e-31     
   1.0608        1.0608e+19    4.99865058e-31     
   1.0608        1.1253e+19    4.95982551e-31     
   1.0608        1.1938e+19    4.91955077e-31     
   1.0608        1.2664e+19    4.87780918e-31     
   1.0608        1.3434e+19    4.83458750e-31     
   1.0608        1.4251e+19    4.78987682e-31     
   1.0608        1.5118e+19    4.74367291e-31     
   1.0608        1.6037e+19    4.69597665e-31     
   1.0608        1.7013e+19    4.64679434e-31     
   1.0608        1.8047e+19    4.59613806e-31     
   1.0608        1.9145e+19    4.54402596e-31     
   1.0608        2.0309e+19    4.49048252e-31     
   1.0608        2.1544e+19    4.43553878e-31     
   1.0608        2.2855e+19    4.37923249e-31     
   1.0608        2.4245e+19    4.32160823e-31     
   1.0608        2.5719e+19    4.26271746e-31     
   1.0608        2.7283e+19    4.20261850e-31     
   1.0608        2.8943e+19    4.14137642e-31     
   1.0608        3.0703e+19    4.07906288e-31     
   1.0608        3.2570e+19    4.01575587e-31     
   1.0608        3.4551e+19    3.95153941e-31     
   1.0608        3.6652e+19    3.88650311e-31     
   1.0608        3.8882e+19    3.82074170e-31     
   1.0608        4.1246e+19    3.75435451e-31     
   1.0608        4.3755e+19    3.68744482e-31     
   1.0608        4.6416e+19    3.62011919e-31     
   1.0608        4.9239e+19    3.55248676e-31     
   1.0608        5.2233e+19    3.48465847e-31     
   1.0608        5.5410e+19    3.41674628e-31     
   1.0608        5.8780e+19    3.34886237e-31     
   1.0608        6.2355e+19    3.28111829e-31     
   1.0608        6.6147e+19    3.21362421e-31     
   1.0608        7.0170e+19    3.14648809e-31     
   1.0608        7.4438e+19    3.07981493e-31     
   1.0608        7.8965e+19    3.01370605e-31     
   1.0608        8.3768e+19    2.94825844e-31     
   1.0608        8.8862e+19    2.88356413e-31     
   1.0608        9.4267e+19    2.81970963e-31     
   1.0608        1.0000e+20    2.75677551e-31     
   1.0608        1.0608e+20    2.69483593e-31     
   1.0608        1.1253e+20    2.63395836e-31     
   1.0608        1.1938e+20    2.57420331e-31     
   1.0608        1.2664e+20    2.51562420e-31     
   1.0608        1.3434e+20    2.45826721e-31     
   1.0608        1.4251e+20    2.40217131e-31     
   1.0608        1.5118e+20    2.34736827e-31     
   1.0608        1.6037e+20    2.29388279e-31     
   1.0608        1.7013e+20    2.24173268e-31     
   1.0608        1.8047e+20    2.19092903e-31     
   1.0608        1.9145e+20    2.14147653e-31     
   1.0608        2.0309e+20    2.09337374e-31     
   1.0608        2.1544e+20    2.04661342e-31     
   1.0608        2.2855e+20    2.00118290e-31     
   1.0608        2.4245e+20    1.95706446e-31     
   1.0608        2.5719e+20    1.91423571e-31     
   1.0608        2.7283e+20    1.87266997e-31     
   1.0608        2.8943e+20    1.83233672e-31     
   1.0608        3.0703e+20    1.79320196e-31     
   1.0608        3.2570e+20    1.75522863e-31     
   1.0608        3.4551e+20    1.71837698e-31     
   1.0608        3.6652e+20    1.68260495e-31     
   1.0608        3.8882e+20    1.64786857e-31     
   1.0608        4.1246e+20    1.61412227e-31     
   1.0608        4.3755e+20    1.58131924e-31     
   1.0608        4.6416e+20    1.54941176e-31     
   1.0608        4.9239e+20    1.51835151e-31     
   1.0608        5.2233e+20    1.48808985e-31     
   1.0608        5.5410e+20    1.45857811e-31     
   1.0608        5.8780e+20    1.42976787e-31     
   1.0608        6.2355e+20    1.40161116e-31     
   1.0608        6.6147e+20    1.37406076e-31     
   1.0608        7.0170e+20    1.34707038e-31     
   1.0608        7.4438e+20    1.32059490e-31     
   1.0608        7.8965e+20    1.29459055e-31     
   1.0608        8.3768e+20    1.26901510e-31     
   1.0608        8.8862e+20    1.24382804e-31     
   1.0608        9.4267e+20    1.21899077e-31     
   1.0608        1.0000e+21    1.19446671e-31     
   1.1253        1.0000e+16    1.56330507e-30     
   1.1253        1.0608e+16    1.56324232e-30     
   1.1253        1.1253e+16    1.56317696e-30     
   1.1253        1.1938e+16    1.56310890e-30     
   1.1253        1.2664e+16    1.56303802e-30     
   1.1253        1.3434e+16    1.56296420e-30     
   1.1253        1.4251e+16    1.56288732e-30     
   1.1253        1.5118e+16    1.56280725e-30     
   1.1253        1.6037e+16    1.56272386e-30     
   1.1253        1.7013e+16    1.56263701e-30     
   1.1253        1.8047e+16    1.56254655e-30     
   1.1253        1.9145e+16    1.56245233e-30     
   1.1253        2.0309e+16    1.56235420e-30     
   1.1253        2.1544e+16    1.56225198e-30     
   1.1253        2.2855e+16    1.56214550e-30     
   1.1253        2.4245e+16    1.56203459e-30     
   1.1253        2.5719e+16    1.56191905e-30     
   1.1253        2.7283e+16    1.56179870e-30     
   1.1253        2.8943e+16    1.56167332e-30     
   1.1253        3.0703e+16    1.56154271e-30     
   1.1253        3.2570e+16    1.56140663e-30     
   1.1253        3.4551e+16    1.56126485e-30     
   1.1253        3.6652e+16    1.56111714e-30     
   1.1253        3.8882e+16    1.56096324e-30     
   1.1253        4.1246e+16    1.56080288e-30     
   1.1253        4.3755e+16    1.56063577e-30     
   1.1253        4.6416e+16    1.56046164e-30     
   1.1253        4.9239e+16    1.56028018e-30     
   1.1253        5.2233e+16    1.56009107e-30     
   1.1253        5.5410e+16    1.55989397e-30     
   1.1253        5.8780e+16    1.55968854e-30     
   1.1253        6.2355e+16    1.55947441e-30     
   1.1253        6.6147e+16    1.55925120e-30     
   1.1253        7.0170e+16    1.55901850e-30     
   1.1253        7.4438e+16    1.55877590e-30     
   1.1253        7.8965e+16    1.55852296e-30     
   1.1253        8.3768e+16    1.55825921e-30     
   1.1253        8.8862e+16    1.55798416e-30     
   1.1253        9.4267e+16    1.55769732e-30     
   1.1253        1.0000e+17    1.55739814e-30     
   1.1253        1.0608e+17    1.55708606e-30     
   1.1253        1.1253e+17    1.55676050e-30     
   1.1253        1.1938e+17    1.55642083e-30     
   1.1253        1.2664e+17    1.55606641e-30     
   1.1253        1.3434e+17    1.55569656e-30     
   1.1253        1.4251e+17    1.55531056e-30     
   1.1253        1.5118e+17    1.55490766e-30     
   1.1253        1.6037e+17    1.55448707e-30     
   1.1253        1.7013e+17    1.55404797e-30     
   1.1253        1.8047e+17    1.55358948e-30     
   1.1253        1.9145e+17    1.55311068e-30     
   1.1253        2.0309e+17    1.55261063e-30     
   1.1253        2.1544e+17    1.55208830e-30     
   1.1253        2.2855e+17    1.55154263e-30     
   1.1253        2.4245e+17    1.55097252e-30     
   1.1253        2.5719e+17    1.55037678e-30     
   1.1253        2.7283e+17    1.54975417e-30     
   1.1253        2.8943e+17    1.54910340e-30     
   1.1253        3.0703e+17    1.54842310e-30     
   1.1253        3.2570e+17    1.54771182e-30     
   1.1253        3.4551e+17    1.54696804e-30     
   1.1253        3.6652e+17    1.54619016e-30     
   1.1253        3.8882e+17    1.54537649e-30     
   1.1253        4.1246e+17    1.54452526e-30     
   1.1253        4.3755e+17    1.54363458e-30     
   1.1253        4.6416e+17    1.54270249e-30     
   1.1253        4.9239e+17    1.54172689e-30     
   1.1253        5.2233e+17    1.54070559e-30     
   1.1253        5.5410e+17    1.53963627e-30     
   1.1253        5.8780e+17    1.53851651e-30     
   1.1253        6.2355e+17    1.53734372e-30     
   1.1253        6.6147e+17    1.53611521e-30     
   1.1253        7.0170e+17    1.53482813e-30     
   1.1253        7.4438e+17    1.53347949e-30     
   1.1253        7.8965e+17    1.53206615e-30     
   1.1253        8.3768e+17    1.53058479e-30     
   1.1253        8.8862e+17    1.52903196e-30     
   1.1253        9.4267e+17    1.52740401e-30     
   1.1253        1.0000e+18    1.52569712e-30     
   1.1253        1.0608e+18    1.52390729e-30     
   1.1253        1.1253e+18    1.52203033e-30     
   1.1253        1.1938e+18    1.52006186e-30     
   1.1253        1.2664e+18    1.51799728e-30     
   1.1253        1.3434e+18    1.51583181e-30     
   1.1253        1.4251e+18    1.51356044e-30     
   1.1253        1.5118e+18    1.51117793e-30     
   1.1253        1.6037e+18    1.50867884e-30     
   1.1253        1.7013e+18    1.50605749e-30     
   1.1253        1.8047e+18    1.50330796e-30     
   1.1253        1.9145e+18    1.50042409e-30     
   1.1253        2.0309e+18    1.49739946e-30     
   1.1253        2.1544e+18    1.49422744e-30     
   1.1253        2.2855e+18    1.49090111e-30     
   1.1253        2.4245e+18    1.48741329e-30     
   1.1253        2.5719e+18    1.48375658e-30     
   1.1253        2.7283e+18    1.47992329e-30     
   1.1253        2.8943e+18    1.47590548e-30     
   1.1253        3.0703e+18    1.47169496e-30     
   1.1253        3.2570e+18    1.46728328e-30     
   1.1253        3.4551e+18    1.46266177e-30     
   1.1253        3.6652e+18    1.45782150e-30     
   1.1253        3.8882e+18    1.45275335e-30     
   1.1253        4.1246e+18    1.44744797e-30     
   1.1253        4.3755e+18    1.44189585e-30     
   1.1253        4.6416e+18    1.43608732e-30     
   1.1253        4.9239e+18    1.43001257e-30     
   1.1253        5.2233e+18    1.42366170e-30     
   1.1253        5.5410e+18    1.41702475e-30     
   1.1253        5.8780e+18    1.41009177e-30     
   1.1253        6.2355e+18    1.40285282e-30     
   1.1253        6.6147e+18    1.39529806e-30     
   1.1253        7.0170e+18    1.38741783e-30     
   1.1253        7.4438e+18    1.37920265e-30     
   1.1253        7.8965e+18    1.37064337e-30     
   1.1253        8.3768e+18    1.36173120e-30     
   1.1253        8.8862e+18    1.35245782e-30     
   1.1253        9.4267e+18    1.34281543e-30     
   1.1253        1.0000e+19    1.33279691e-30     
   1.1253        1.0608e+19    1.32239585e-30     
   1.1253        1.1253e+19    1.31160672e-30     
   1.1253        1.1938e+19    1.30042488e-30     
   1.1253        1.2664e+19    1.28884680e-30     
   1.1253        1.3434e+19    1.27687007e-30     
   1.1253        1.4251e+19    1.26449354e-30     
   1.1253        1.5118e+19    1.25171743e-30     
   1.1253        1.6037e+19    1.23854340e-30     
   1.1253        1.7013e+19    1.22497468e-30     
   1.1253        1.8047e+19    1.21101608e-30     
   1.1253        1.9145e+19    1.19667415e-30     
   1.1253        2.0309e+19    1.18195716e-30     
   1.1253        2.1544e+19    1.16687519e-30     
   1.1253        2.2855e+19    1.15144014e-30     
   1.1253        2.4245e+19    1.13566576e-30     
   1.1253        2.5719e+19    1.11956763e-30     
   1.1253        2.7283e+19    1.10316315e-30     
   1.1253        2.8943e+19    1.08647144e-30     
   1.1253        3.0703e+19    1.06951338e-30     
   1.1253        3.2570e+19    1.05231141e-30     
   1.1253        3.4551e+19    1.03488950e-30     
   1.1253        3.6652e+19    1.01727297e-30     
   1.1253        3.8882e+19    9.99488387e-31     
   1.1253        4.1246e+19    9.81563368e-31     
   1.1253        4.3755e+19    9.63526414e-31     
   1.1253        4.6416e+19    9.45406716e-31     
   1.1253        4.9239e+19    9.27233951e-31     
   1.1253        5.2233e+19    9.09038067e-31     
   1.1253        5.5410e+19    8.90849072e-31     
   1.1253        5.8780e+19    8.72696812e-31     
   1.1253        6.2355e+19    8.54610758e-31     
   1.1253        6.6147e+19    8.36619794e-31     
   1.1253        7.0170e+19    8.18752014e-31     
   1.1253        7.4438e+19    8.01034528e-31     
   1.1253        7.8965e+19    7.83493285e-31     
   1.1253        8.3768e+19    7.66152907e-31     
   1.1253        8.8862e+19    7.49036545e-31     
   1.1253        9.4267e+19    7.32165748e-31     
   1.1253        1.0000e+20    7.15560361e-31     
   1.1253        1.0608e+20    6.99238432e-31     
   1.1253        1.1253e+20    6.83216150e-31     
   1.1253        1.1938e+20    6.67507798e-31     
   1.1253        1.2664e+20    6.52125730e-31     
   1.1253        1.3434e+20    6.37080363e-31     
   1.1253        1.4251e+20    6.22380191e-31     
   1.1253        1.5118e+20    6.08031811e-31     
   1.1253        1.6037e+20    5.94039977e-31     
   1.1253        1.7013e+20    5.80407646e-31     
   1.1253        1.8047e+20    5.67136060e-31     
   1.1253        1.9145e+20    5.54224820e-31     
   1.1253        2.0309e+20    5.41671979e-31     
   1.1253        2.1544e+20    5.29474135e-31     
   1.1253        2.2855e+20    5.17626535e-31     
   1.1253        2.4245e+20    5.06123181e-31     
   1.1253        2.5719e+20    4.94956933e-31     
