#
# Output file generated by Yacora 1.6.3
# =====================================
#   Filename: 'PopKoeff_n=3.txt'
#   Date of creation: 22. May 2025
#   Time of creation: 08:17:41
#   Used input file: 'H_20_11_2019.txt'
#   Performed calculation: Population Coefficient for state 'H(3)' coupled to the particle 'H(1)'
#
#   Please cite D. Wünderlich, M. Giacomin, R. Ritz and U. Fantz, J. Quant. Spectrosc. Radiat. Transfer 240, 2020, 106695, if you use Yacora results.
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 79 calculated values between 1.0000 and 100.0000
#              T_n1: Fixed value 9284.0000
#              n_e: 196 calculated values between 1.0000e+16 and 1.0000e+21
#              n_i1: Fixed value 0.0000
#              n_n1: Fixed value 1.0000

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   1.5118        2.4245e+17    3.78533873e-26     
   1.5118        2.5719e+17    3.78288200e-26     
   1.5118        2.7283e+17    3.78033280e-26     
   1.5118        2.8943e+17    3.77768690e-26     
   1.5118        3.0703e+17    3.77493983e-26     
   1.5118        3.2570e+17    3.77208689e-26     
   1.5118        3.4551e+17    3.76912314e-26     
   1.5118        3.6652e+17    3.76604337e-26     
   1.5118        3.8882e+17    3.76284209e-26     
   1.5118        4.1246e+17    3.75951350e-26     
   1.5118        4.3755e+17    3.75605151e-26     
   1.5118        4.6416e+17    3.75244970e-26     
   1.5118        4.9239e+17    3.74870128e-26     
   1.5118        5.2233e+17    3.74479915e-26     
   1.5118        5.5410e+17    3.74073579e-26     
   1.5118        5.8780e+17    3.73650332e-26     
   1.5118        6.2355e+17    3.73209343e-26     
   1.5118        6.6147e+17    3.72749740e-26     
   1.5118        7.0170e+17    3.72270608e-26     
   1.5118        7.4438e+17    3.71770987e-26     
   1.5118        7.8965e+17    3.71249868e-26     
   1.5118        8.3768e+17    3.70706197e-26     
   1.5118        8.8862e+17    3.70138869e-26     
   1.5118        9.4267e+17    3.69546729e-26     
   1.5118        1.0000e+18    3.68928570e-26     
   1.5118        1.0608e+18    3.68283132e-26     
   1.5118        1.1253e+18    3.67609099e-26     
   1.5118        1.1938e+18    3.66905100e-26     
   1.5118        1.2664e+18    3.66169707e-26     
   1.5118        1.3434e+18    3.65401435e-26     
   1.5118        1.4251e+18    3.64598737e-26     
   1.5118        1.5118e+18    3.63760007e-26     
   1.5118        1.6037e+18    3.62883579e-26     
   1.5118        1.7013e+18    3.61967720e-26     
   1.5118        1.8047e+18    3.61010639e-26     
   1.5118        1.9145e+18    3.60010479e-26     
   1.5118        2.0309e+18    3.58965319e-26     
   1.5118        2.1544e+18    3.57873174e-26     
   1.5118        2.2855e+18    3.56731996e-26     
   1.5118        2.4245e+18    3.55539675e-26     
   1.5118        2.5719e+18    3.54294037e-26     
   1.5118        2.7283e+18    3.52992851e-26     
   1.5118        2.8943e+18    3.51633829e-26     
   1.5118        3.0703e+18    3.50214628e-26     
   1.5118        3.2570e+18    3.48732858e-26     
   1.5118        3.4551e+18    3.47186084e-26     
   1.5118        3.6652e+18    3.45571834e-26     
   1.5118        3.8882e+18    3.43887607e-26     
   1.5118        4.1246e+18    3.42130881e-26     
   1.5118        4.3755e+18    3.40299125e-26     
   1.5118        4.6416e+18    3.38389807e-26     
   1.5118        4.9239e+18    3.36400412e-26     
   1.5118        5.2233e+18    3.34328455e-26     
   1.5118        5.5410e+18    3.32171497e-26     
   1.5118        5.8780e+18    3.29927161e-26     
   1.5118        6.2355e+18    3.27593156e-26     
   1.5118        6.6147e+18    3.25167297e-26     
   1.5118        7.0170e+18    3.22647525e-26     
   1.5118        7.4438e+18    3.20031933e-26     
   1.5118        7.8965e+18    3.17318791e-26     
   1.5118        8.3768e+18    3.14506572e-26     
   1.5118        8.8862e+18    3.11593977e-26     
   1.5118        9.4267e+18    3.08579967e-26     
   1.5118        1.0000e+19    3.05463785e-26     
   1.5118        1.0608e+19    3.02244986e-26     
   1.5118        1.1253e+19    2.98923465e-26     
   1.5118        1.1938e+19    2.95499481e-26     
   1.5118        1.2664e+19    2.91973681e-26     
   1.5118        1.3434e+19    2.88347123e-26     
   1.5118        1.4251e+19    2.84621298e-26     
   1.5118        1.5118e+19    2.80798144e-26     
   1.5118        1.6037e+19    2.76880063e-26     
   1.5118        1.7013e+19    2.72869926e-26     
   1.5118        1.8047e+19    2.68771087e-26     
   1.5118        1.9145e+19    2.64587377e-26     
   1.5118        2.0309e+19    2.60323102e-26     
   1.5118        2.1544e+19    2.55983037e-26     
   1.5118        2.2855e+19    2.51572407e-26     
   1.5118        2.4245e+19    2.47096871e-26     
   1.5118        2.5719e+19    2.42562495e-26     
   1.5118        2.7283e+19    2.37975720e-26     
   1.5118        2.8943e+19    2.33343331e-26     
   1.5118        3.0703e+19    2.28672411e-26     
   1.5118        3.2570e+19    2.23970298e-26     
   1.5118        3.4551e+19    2.19244538e-26     
   1.5118        3.6652e+19    2.14502832e-26     
   1.5118        3.8882e+19    2.09752982e-26     
   1.5118        4.1246e+19    2.05002836e-26     
   1.5118        4.3755e+19    2.00260232e-26     
   1.5118        4.6416e+19    1.95532937e-26     
   1.5118        4.9239e+19    1.90828598e-26     
   1.5118        5.2233e+19    1.86154686e-26     
   1.5118        5.5410e+19    1.81518441e-26     
   1.5118        5.8780e+19    1.76926828e-26     
   1.5118        6.2355e+19    1.72386490e-26     
   1.5118        6.6147e+19    1.67903709e-26     
   1.5118        7.0170e+19    1.63484372e-26     
   1.5118        7.4438e+19    1.59133935e-26     
   1.5118        7.8965e+19    1.54857406e-26     
   1.5118        8.3768e+19    1.50659318e-26     
   1.5118        8.8862e+19    1.46543720e-26     
   1.5118        9.4267e+19    1.42514167e-26     
   1.5118        1.0000e+20    1.38573713e-26     
   1.5118        1.0608e+20    1.34724917e-26     
   1.5118        1.1253e+20    1.30969848e-26     
   1.5118        1.1938e+20    1.27310093e-26     
   1.5118        1.2664e+20    1.23746770e-26     
   1.5118        1.3434e+20    1.20280552e-26     
   1.5118        1.4251e+20    1.16911678e-26     
   1.5118        1.5118e+20    1.13639984e-26     
   1.5118        1.6037e+20    1.10464920e-26     
   1.5118        1.7013e+20    1.07385584e-26     
   1.5118        1.8047e+20    1.04400741e-26     
   1.5118        1.9145e+20    1.01508858e-26     
   1.5118        2.0309e+20    9.87081290e-27     
   1.5118        2.1544e+20    9.59965030e-27     
   1.5118        2.2855e+20    9.33717137e-27     
   1.5118        2.4245e+20    9.08313064e-27     
   1.5118        2.5719e+20    8.83726656e-27     
   1.5118        2.7283e+20    8.59930405e-27     
   1.5118        2.8943e+20    8.36895712e-27     
   1.5118        3.0703e+20    8.14593122e-27     
   1.5118        3.2570e+20    7.92992559e-27     
   1.5118        3.4551e+20    7.72063544e-27     
   1.5118        3.6652e+20    7.51775403e-27     
   1.5118        3.8882e+20    7.32097460e-27     
   1.5118        4.1246e+20    7.12999220e-27     
   1.5118        4.3755e+20    6.94450540e-27     
   1.5118        4.6416e+20    6.76421789e-27     
   1.5118        4.9239e+20    6.58883990e-27     
   1.5118        5.2233e+20    6.41808960e-27     
   1.5118        5.5410e+20    6.25169432e-27     
   1.5118        5.8780e+20    6.08939166e-27     
   1.5118        6.2355e+20    5.93093051e-27     
   1.5118        6.6147e+20    5.77607199e-27     
   1.5118        7.0170e+20    5.62459019e-27     
   1.5118        7.4438e+20    5.47627292e-27     
   1.5118        7.8965e+20    5.33092221e-27     
   1.5118        8.3768e+20    5.18835488e-27     
   1.5118        8.8862e+20    5.04840279e-27     
   1.5118        9.4267e+20    4.91091316e-27     
   1.5118        1.0000e+21    4.77574866e-27     
   1.6037        1.0000e+16    6.04715099e-26     
   1.6037        1.0608e+16    6.04632735e-26     
   1.6037        1.1253e+16    6.04548383e-26     
   1.6037        1.1938e+16    6.04461979e-26     
   1.6037        1.2664e+16    6.04373458e-26     
   1.6037        1.3434e+16    6.04282751e-26     
   1.6037        1.4251e+16    6.04189787e-26     
   1.6037        1.5118e+16    6.04094492e-26     
   1.6037        1.6037e+16    6.03996789e-26     
   1.6037        1.7013e+16    6.03896598e-26     
   1.6037        1.8047e+16    6.03793835e-26     
   1.6037        1.9145e+16    6.03688413e-26     
   1.6037        2.0309e+16    6.03580242e-26     
   1.6037        2.1544e+16    6.03469228e-26     
   1.6037        2.2855e+16    6.03355271e-26     
   1.6037        2.4245e+16    6.03238271e-26     
   1.6037        2.5719e+16    6.03118119e-26     
   1.6037        2.7283e+16    6.02994705e-26     
   1.6037        2.8943e+16    6.02867914e-26     
   1.6037        3.0703e+16    6.02737623e-26     
   1.6037        3.2570e+16    6.02603707e-26     
   1.6037        3.4551e+16    6.02466034e-26     
   1.6037        3.6652e+16    6.02324469e-26     
   1.6037        3.8882e+16    6.02178866e-26     
   1.6037        4.1246e+16    6.02029078e-26     
   1.6037        4.3755e+16    6.01874948e-26     
   1.6037        4.6416e+16    6.01716313e-26     
   1.6037        4.9239e+16    6.01553004e-26     
   1.6037        5.2233e+16    6.01384843e-26     
   1.6037        5.5410e+16    6.01211644e-26     
   1.6037        5.8780e+16    6.01033213e-26     
   1.6037        6.2355e+16    6.00849347e-26     
   1.6037        6.6147e+16    6.00659833e-26     
   1.6037        7.0170e+16    6.00464449e-26     
   1.6037        7.4438e+16    6.00262961e-26     
   1.6037        7.8965e+16    6.00055126e-26     
   1.6037        8.3768e+16    5.99840687e-26     
   1.6037        8.8862e+16    5.99619378e-26     
   1.6037        9.4267e+16    5.99390917e-26     
   1.6037        1.0000e+17    5.99155009e-26     
   1.6037        1.0608e+17    5.98911347e-26     
   1.6037        1.1253e+17    5.98659608e-26     
   1.6037        1.1938e+17    5.98399453e-26     
   1.6037        1.2664e+17    5.98130527e-26     
   1.6037        1.3434e+17    5.97852457e-26     
   1.6037        1.4251e+17    5.97564855e-26     
   1.6037        1.5118e+17    5.97267312e-26     
   1.6037        1.6037e+17    5.96959398e-26     
   1.6037        1.7013e+17    5.96640666e-26     
   1.6037        1.8047e+17    5.96310643e-26     
   1.6037        1.9145e+17    5.95968835e-26     
   1.6037        2.0309e+17    5.95614724e-26     
   1.6037        2.1544e+17    5.95247764e-26     
   1.6037        2.2855e+17    5.94867384e-26     
   1.6037        2.4245e+17    5.94472983e-26     
   1.6037        2.5719e+17    5.94063929e-26     
   1.6037        2.7283e+17    5.93639556e-26     
   1.6037        2.8943e+17    5.93199166e-26     
   1.6037        3.0703e+17    5.92742023e-26     
   1.6037        3.2570e+17    5.92267352e-26     
   1.6037        3.4551e+17    5.91774336e-26     
   1.6037        3.6652e+17    5.91262115e-26     
   1.6037        3.8882e+17    5.90729783e-26     
   1.6037        4.1246e+17    5.90176386e-26     
   1.6037        4.3755e+17    5.89600919e-26     
   1.6037        4.6416e+17    5.89002323e-26     
   1.6037        4.9239e+17    5.88379481e-26     
   1.6037        5.2233e+17    5.87731222e-26     
   1.6037        5.5410e+17    5.87056309e-26     
   1.6037        5.8780e+17    5.86353445e-26     
   1.6037        6.2355e+17    5.85621265e-26     
   1.6037        6.6147e+17    5.84858337e-26     
   1.6037        7.0170e+17    5.84063157e-26     
   1.6037        7.4438e+17    5.83234149e-26     
   1.6037        7.8965e+17    5.82369662e-26     
   1.6037        8.3768e+17    5.81467967e-26     
   1.6037        8.8862e+17    5.80527255e-26     
   1.6037        9.4267e+17    5.79545638e-26     
   1.6037        1.0000e+18    5.78521141e-26     
   1.6037        1.0608e+18    5.77451707e-26     
   1.6037        1.1253e+18    5.76335189e-26     
   1.6037        1.1938e+18    5.75169352e-26     
   1.6037        1.2664e+18    5.73951870e-26     
   1.6037        1.3434e+18    5.72680322e-26     
   1.6037        1.4251e+18    5.71352196e-26     
   1.6037        1.5118e+18    5.69964880e-26     
   1.6037        1.6037e+18    5.68515666e-26     
   1.6037        1.7013e+18    5.67001750e-26     
   1.6037        1.8047e+18    5.65420223e-26     
   1.6037        1.9145e+18    5.63768081e-26     
   1.6037        2.0309e+18    5.62042217e-26     
   1.6037        2.1544e+18    5.60239425e-26     
   1.6037        2.2855e+18    5.58356399e-26     
   1.6037        2.4245e+18    5.56389740e-26     
   1.6037        2.5719e+18    5.54335950e-26     
   1.6037        2.7283e+18    5.52191446e-26     
   1.6037        2.8943e+18    5.49952557e-26     
   1.6037        3.0703e+18    5.47615535e-26     
   1.6037        3.2570e+18    5.45176562e-26     
   1.6037        3.4551e+18    5.42631757e-26     
   1.6037        3.6652e+18    5.39977194e-26     
   1.6037        3.8882e+18    5.37208909e-26     
   1.6037        4.1246e+18    5.34322920e-26     
   1.6037        4.3755e+18    5.31315243e-26     
   1.6037        4.6416e+18    5.28181914e-26     
   1.6037        4.9239e+18    5.24919010e-26     
   1.6037        5.2233e+18    5.21522676e-26     
   1.6037        5.5410e+18    5.17989153e-26     
   1.6037        5.8780e+18    5.14314807e-26     
   1.6037        6.2355e+18    5.10496163e-26     
   1.6037        6.6147e+18    5.06529943e-26     
   1.6037        7.0170e+18    5.02413096e-26     
   1.6037        7.4438e+18    4.98142845e-26     
   1.6037        7.8965e+18    4.93716724e-26     
   1.6037        8.3768e+18    4.89132621e-26     
   1.6037        8.8862e+18    4.84388820e-26     
   1.6037        9.4267e+18    4.79484048e-26     
   1.6037        1.0000e+19    4.74417514e-26     
   1.6037        1.0608e+19    4.69188954e-26     
   1.6037        1.1253e+19    4.63798672e-26     
   1.6037        1.1938e+19    4.58247578e-26     
   1.6037        1.2664e+19    4.52537225e-26     
   1.6037        1.3434e+19    4.46669841e-26     
   1.6037        1.4251e+19    4.40648359e-26     
   1.6037        1.5118e+19    4.34476436e-26     
   1.6037        1.6037e+19    4.28158476e-26     
   1.6037        1.7013e+19    4.21699634e-26     
   1.6037        1.8047e+19    4.15105824e-26     
   1.6037        1.9145e+19    4.08383714e-26     
   1.6037        2.0309e+19    4.01540711e-26     
   1.6037        2.1544e+19    3.94584942e-26     
   1.6037        2.2855e+19    3.87525224e-26     
   1.6037        2.4245e+19    3.80371025e-26     
   1.6037        2.5719e+19    3.73132418e-26     
   1.6037        2.7283e+19    3.65820026e-26     
   1.6037        2.8943e+19    3.58444956e-26     
   1.6037        3.0703e+19    3.51018737e-26     
   1.6037        3.2570e+19    3.43553235e-26     
   1.6037        3.4551e+19    3.36060580e-26     
   1.6037        3.6652e+19    3.28553077e-26     
   1.6037        3.8882e+19    3.21043120e-26     
   1.6037        4.1246e+19    3.13543101e-26     
   1.6037        4.3755e+19    3.06065324e-26     
   1.6037        4.6416e+19    2.98621915e-26     
   1.6037        4.9239e+19    2.91224735e-26     
   1.6037        5.2233e+19    2.83885301e-26     
   1.6037        5.5410e+19    2.76614706e-26     
   1.6037        5.8780e+19    2.69423549e-26     
   1.6037        6.2355e+19    2.62321869e-26     
   1.6037        6.6147e+19    2.55319090e-26     
   1.6037        7.0170e+19    2.48423970e-26     
   1.6037        7.4438e+19    2.41644558e-26     
   1.6037        7.8965e+19    2.34988165e-26     
   1.6037        8.3768e+19    2.28461339e-26     
   1.6037        8.8862e+19    2.22069848e-26     
   1.6037        9.4267e+19    2.15818676e-26     
   1.6037        1.0000e+20    2.09712021e-26     
   1.6037        1.0608e+20    2.03753304e-26     
   1.6037        1.1253e+20    1.97945184e-26     
   1.6037        1.1938e+20    1.92289580e-26     
   1.6037        1.2664e+20    1.86787696e-26     
   1.6037        1.3434e+20    1.81440052e-26     
   1.6037        1.4251e+20    1.76246522e-26     
   1.6037        1.5118e+20    1.71206369e-26     
   1.6037        1.6037e+20    1.66318286e-26     
   1.6037        1.7013e+20    1.61580444e-26     
   1.6037        1.8047e+20    1.56990528e-26     
   1.6037        1.9145e+20    1.52545789e-26     
   1.6037        2.0309e+20    1.48243086e-26     
   1.6037        2.1544e+20    1.44078929e-26     
   1.6037        2.2855e+20    1.40049527e-26     
   1.6037        2.4245e+20    1.36150827e-26     
   1.6037        2.5719e+20    1.32378559e-26     
   1.6037        2.7283e+20    1.28728275e-26     
   1.6037        2.8943e+20    1.25195386e-26     
   1.6037        3.0703e+20    1.21775202e-26     
   1.6037        3.2570e+20    1.18462966e-26     
   1.6037        3.4551e+20    1.15253884e-26     
   1.6037        3.6652e+20    1.12143159e-26     
   1.6037        3.8882e+20    1.09126022e-26     
   1.6037        4.1246e+20    1.06197752e-26     
   1.6037        4.3755e+20    1.03353709e-26     
   1.6037        4.6416e+20    1.00589353e-26     
   1.6037        4.9239e+20    9.79002663e-27     
   1.6037        5.2233e+20    9.52821714e-27     
   1.6037        5.5410e+20    9.27309516e-27     
   1.6037        5.8780e+20    9.02426650e-27     
   1.6037        6.2355e+20    8.78135586e-27     
   1.6037        6.6147e+20    8.54400814e-27     
   1.6037        7.0170e+20    8.31188942e-27     
   1.6037        7.4438e+20    8.08468786e-27     
   1.6037        7.8965e+20    7.86211439e-27     
   1.6037        8.3768e+20    7.64390326e-27     
   1.6037        8.8862e+20    7.42981232e-27     
   1.6037        9.4267e+20    7.21962323e-27     
   1.6037        1.0000e+21    7.01314137e-27     
   1.7013        1.0000e+16    9.12786945e-26     
   1.7013        1.0608e+16    9.12655256e-26     
   1.7013        1.1253e+16    9.12520396e-26     
   1.7013        1.1938e+16    9.12382264e-26     
   1.7013        1.2664e+16    9.12240754e-26     
   1.7013        1.3434e+16    9.12095758e-26     
   1.7013        1.4251e+16    9.11947163e-26     
   1.7013        1.5118e+16    9.11794851e-26     
   1.7013        1.6037e+16    9.11638700e-26     
   1.7013        1.7013e+16    9.11478582e-26     
   1.7013        1.8047e+16    9.11314365e-26     
   1.7013        1.9145e+16    9.11145910e-26     
   1.7013        2.0309e+16    9.10973074e-26     
   1.7013        2.1544e+16    9.10795706e-26     
   1.7013        2.2855e+16    9.10613652e-26     
   1.7013        2.4245e+16    9.10426747e-26     
   1.7013        2.5719e+16    9.10234824e-26     
   1.7013        2.7283e+16    9.10037704e-26     
   1.7013        2.8943e+16    9.09835205e-26     
   1.7013        3.0703e+16    9.09627135e-26     
   1.7013        3.2570e+16    9.09413293e-26     
   1.7013        3.4551e+16    9.09193471e-26     
   1.7013        3.6652e+16    9.08967452e-26     
   1.7013        3.8882e+16    9.08735008e-26     
   1.7013        4.1246e+16    9.08495903e-26     
   1.7013        4.3755e+16    9.08249891e-26     
   1.7013        4.6416e+16    9.07996712e-26     
   1.7013        4.9239e+16    9.07736097e-26     
   1.7013        5.2233e+16    9.07467765e-26     
   1.7013        5.5410e+16    9.07191421e-26     
   1.7013        5.8780e+16    9.06906758e-26     
   1.7013        6.2355e+16    9.06613453e-26     
   1.7013        6.6147e+16    9.06311169e-26     
   1.7013        7.0170e+16    9.05999554e-26     
   1.7013        7.4438e+16    9.05678239e-26     
   1.7013        7.8965e+16    9.05346837e-26     
   1.7013        8.3768e+16    9.05004942e-26     
   1.7013        8.8862e+16    9.04652131e-26     
   1.7013        9.4267e+16    9.04287958e-26     
   1.7013        1.0000e+17    9.03911958e-26     
   1.7013        1.0608e+17    9.03523643e-26     
   1.7013        1.1253e+17    9.03122502e-26     
   1.7013        1.1938e+17    9.02707998e-26     
   1.7013        1.2664e+17    9.02279571e-26     
   1.7013        1.3434e+17    9.01836632e-26     
   1.7013        1.4251e+17    9.01378564e-26     
   1.7013        1.5118e+17    9.00904721e-26     
   1.7013        1.6037e+17    9.00414426e-26     
   1.7013        1.7013e+17    8.99906968e-26     
   1.7013        1.8047e+17    8.99381604e-26     
   1.7013        1.9145e+17    8.98837551e-26     
   1.7013        2.0309e+17    8.98273990e-26     
   1.7013        2.1544e+17    8.97690060e-26     
   1.7013        2.2855e+17    8.97084857e-26     
   1.7013        2.4245e+17    8.96457430e-26     
   1.7013        2.5719e+17    8.95806783e-26     
   1.7013        2.7283e+17    8.95131863e-26     
   1.7013        2.8943e+17    8.94431566e-26     
   1.7013        3.0703e+17    8.93704730e-26     
   1.7013        3.2570e+17    8.92950129e-26     
   1.7013        3.4551e+17    8.92166474e-26     
   1.7013        3.6652e+17    8.91352407e-26     
   1.7013        3.8882e+17    8.90506497e-26     
   1.7013        4.1246e+17    8.89627238e-26     
   1.7013        4.3755e+17    8.88713043e-26     
   1.7013        4.6416e+17    8.87762240e-26     
   1.7013        4.9239e+17    8.86773072e-26     
   1.7013        5.2233e+17    8.85743688e-26     
   1.7013        5.5410e+17    8.84672144e-26     
   1.7013        5.8780e+17    8.83556394e-26     
   1.7013        6.2355e+17    8.82394293e-26     
   1.7013        6.6147e+17    8.81183586e-26     
   1.7013        7.0170e+17    8.79921912e-26     
   1.7013        7.4438e+17    8.78606795e-26     
   1.7013        7.8965e+17    8.77235642e-26     
   1.7013        8.3768e+17    8.75805744e-26     
   1.7013        8.8862e+17    8.74314267e-26     
   1.7013        9.4267e+17    8.72758251e-26     
   1.7013        1.0000e+18    8.71134610e-26     
   1.7013        1.0608e+18    8.69440125e-26     
   1.7013        1.1253e+18    8.67671442e-26     
   1.7013        1.1938e+18    8.65825073e-26     
   1.7013        1.2664e+18    8.63897389e-26     
   1.7013        1.3434e+18    8.61884619e-26     
   1.7013        1.4251e+18    8.59782847e-26     
   1.7013        1.5118e+18    8.57588013e-26     
   1.7013        1.6037e+18    8.55295907e-26     
   1.7013        1.7013e+18    8.52902170e-26     
   1.7013        1.8047e+18    8.50402293e-26     
   1.7013        1.9145e+18    8.47791616e-26     
   1.7013        2.0309e+18    8.45065329e-26     
   1.7013        2.1544e+18    8.42218472e-26     
   1.7013        2.2855e+18    8.39245942e-26     
   1.7013        2.4245e+18    8.36142491e-26     
   1.7013        2.5719e+18    8.32902735e-26     
   1.7013        2.7283e+18    8.29521162e-26     
   1.7013        2.8943e+18    8.25992138e-26     
   1.7013        3.0703e+18    8.22309921e-26     
   1.7013        3.2570e+18    8.18468675e-26     
   1.7013        3.4551e+18    8.14462487e-26     
   1.7013        3.6652e+18    8.10285383e-26     
   1.7013        3.8882e+18    8.05931358e-26     
   1.7013        4.1246e+18    8.01394397e-26     
   1.7013        4.3755e+18    7.96668507e-26     
   1.7013        4.6416e+18    7.91747750e-26     
   1.7013        4.9239e+18    7.86626281e-26     
   1.7013        5.2233e+18    7.81298392e-26     
   1.7013        5.5410e+18    7.75758551e-26     
   1.7013        5.8780e+18    7.70001458e-26     
   1.7013        6.2355e+18    7.64022093e-26     
   1.7013        6.6147e+18    7.57815772e-26     
   1.7013        7.0170e+18    7.51378211e-26     
   1.7013        7.4438e+18    7.44705578e-26     
   1.7013        7.8965e+18    7.37794568e-26     
   1.7013        8.3768e+18    7.30642459e-26     
   1.7013        8.8862e+18    7.23247182e-26     
   1.7013        9.4267e+18    7.15607386e-26     
   1.7013        1.0000e+19    7.07722502e-26     
   1.7013        1.0608e+19    6.99592808e-26     
   1.7013        1.1253e+19    6.91219486e-26     
   1.7013        1.1938e+19    6.82604682e-26     
   1.7013        1.2664e+19    6.73751552e-26     
   1.7013        1.3434e+19    6.64664311e-26     
   1.7013        1.4251e+19    6.55348264e-26     
   1.7013        1.5118e+19    6.45809839e-26     
   1.7013        1.6037e+19    6.36056605e-26     
   1.7013        1.7013e+19    6.26097277e-26     
   1.7013        1.8047e+19    6.15941712e-26     
   1.7013        1.9145e+19    6.05600895e-26     
   1.7013        2.0309e+19    5.95086909e-26     
   1.7013        2.1544e+19    5.84412892e-26     
   1.7013        2.2855e+19    5.73592983e-26     
   1.7013        2.4245e+19    5.62642252e-26     
   1.7013        2.5719e+19    5.51576621e-26     
   1.7013        2.7283e+19    5.40412772e-26     
   1.7013        2.8943e+19    5.29168040e-26     
   1.7013        3.0703e+19    5.17860305e-26     
   1.7013        3.2570e+19    5.06507870e-26     
   1.7013        3.4551e+19    4.95129330e-26     
   1.7013        3.6652e+19    4.83743446e-26     
   1.7013        3.8882e+19    4.72369006e-26     
   1.7013        4.1246e+19    4.61024690e-26     
   1.7013        4.3755e+19    4.49728940e-26     
   1.7013        4.6416e+19    4.38499824e-26     
   1.7013        4.9239e+19    4.27354914e-26     
   1.7013        5.2233e+19    4.16311166e-26     
   1.7013        5.5410e+19    4.05384808e-26     
   1.7013        5.8780e+19    3.94591245e-26     
   1.7013        6.2355e+19    3.83944962e-26     
   1.7013        6.6147e+19    3.73459455e-26     
   1.7013        7.0170e+19    3.63147158e-26     
   1.7013        7.4438e+19    3.53019398e-26     
   1.7013        7.8965e+19    3.43086351e-26     
   1.7013        8.3768e+19    3.33357019e-26     
   1.7013        8.8862e+19    3.23839217e-26     
   1.7013        9.4267e+19    3.14539569e-26     
   1.7013        1.0000e+20    3.05463521e-26     
   1.7013        1.0608e+20    2.96615360e-26     
   1.7013        1.1253e+20    2.87998244e-26     
   1.7013        1.1938e+20    2.79614244e-26     
   1.7013        1.2664e+20    2.71464384e-26     
   1.7013        1.3434e+20    2.63548698e-26     
   1.7013        1.4251e+20    2.55866284e-26     
   1.7013        1.5118e+20    2.48415370e-26     
   1.7013        1.6037e+20    2.41193373e-26     
   1.7013        1.7013e+20    2.34196970e-26     
   1.7013        1.8047e+20    2.27422164e-26     
   1.7013        1.9145e+20    2.20864352e-26     
   1.7013        2.0309e+20    2.14518394e-26     
   1.7013        2.1544e+20    2.08378680e-26     
   1.7013        2.2855e+20    2.02439194e-26     
   1.7013        2.4245e+20    1.96693581e-26     
   1.7013        2.5719e+20    1.91135204e-26     
   1.7013        2.7283e+20    1.85757209e-26     
   1.7013        2.8943e+20    1.80552575e-26     
   1.7013        3.0703e+20    1.75514174e-26     
   1.7013        3.2570e+20    1.70634814e-26     
   1.7013        3.4551e+20    1.65907295e-26     
   1.7013        3.6652e+20    1.61324446e-26     
   1.7013        3.8882e+20    1.56879172e-26     
   1.7013        4.1246e+20    1.52564487e-26     
   1.7013        4.3755e+20    1.48373556e-26     
   1.7013        4.6416e+20    1.44299721e-26     
   1.7013        4.9239e+20    1.40336534e-26     
   1.7013        5.2233e+20    1.36477786e-26     
   1.7013        5.5410e+20    1.32717525e-26     
   1.7013        5.8780e+20    1.29050082e-26     
   1.7013        6.2355e+20    1.25470087e-26     
   1.7013        6.6147e+20    1.21972487e-26     
   1.7013        7.0170e+20    1.18552556e-26     
   1.7013        7.4438e+20    1.15205906e-26     
   1.7013        7.8965e+20    1.11928497e-26     
   1.7013        8.3768e+20    1.08716637e-26     
   1.7013        8.8862e+20    1.05566988e-26     
   1.7013        9.4267e+20    1.02476563e-26     
   1.7013        1.0000e+21    9.94427212e-27     
   1.8047        1.0000e+16    1.36170869e-25     
   1.8047        1.0608e+16    1.36150041e-25     
   1.8047        1.1253e+16    1.36128714e-25     
   1.8047        1.1938e+16    1.36106870e-25     
   1.8047        1.2664e+16    1.36084495e-25     
   1.8047        1.3434e+16    1.36061569e-25     
   1.8047        1.4251e+16    1.36038077e-25     
   1.8047        1.5118e+16    1.36013999e-25     
   1.8047        1.6037e+16    1.35989317e-25     
   1.8047        1.7013e+16    1.35964009e-25     
   1.8047        1.8047e+16    1.35938056e-25     
   1.8047        1.9145e+16    1.35911435e-25     
   1.8047        2.0309e+16    1.35884125e-25     
   1.8047        2.1544e+16    1.35856102e-25     
   1.8047        2.2855e+16    1.35827340e-25     
   1.8047        2.4245e+16    1.35797816e-25     
   1.8047        2.5719e+16    1.35767501e-25     
   1.8047        2.7283e+16    1.35736370e-25     
   1.8047        2.8943e+16    1.35704391e-25     
   1.8047        3.0703e+16    1.35671537e-25     
   1.8047        3.2570e+16    1.35637775e-25     
   1.8047        3.4551e+16    1.35603073e-25     
   1.8047        3.6652e+16    1.35567397e-25     
   1.8047        3.8882e+16    1.35530711e-25     
   1.8047        4.1246e+16    1.35492978e-25     
   1.8047        4.3755e+16    1.35454159e-25     
   1.8047        4.6416e+16    1.35414215e-25     
   1.8047        4.9239e+16    1.35373103e-25     
   1.8047        5.2233e+16    1.35330779e-25     
   1.8047        5.5410e+16    1.35287197e-25     
   1.8047        5.8780e+16    1.35242308e-25     
