#
# Output file generated by Yacora 1.6.3
# =====================================
#   Filename: 'PopKoeff_n=3.txt'
#   Date of creation: 22. May 2025
#   Time of creation: 08:17:41
#   Used input file: 'H_20_11_2019.txt'
#   Performed calculation: Population Coefficient for state 'H(3)' coupled to the particle 'H(1)'
#
#   Please cite D. Wünderlich, M. Giacomin, R. Ritz and U. Fantz, J. Quant. Spectrosc. Radiat. Transfer 240, 2020, 106695, if you use Yacora results.
#
# Description of the used Parameters:
# ===================================
#
#   Temperatures and Densities: 
#              T_e: 79 calculated values between 1.0000 and 100.0000
#              T_n1: Fixed value 9284.0000
#              n_e: 196 calculated values between 1.0000e+16 and 1.0000e+21
#              n_i1: Fixed value 0.0000
#              n_n1: Fixed value 1.0000

#   Electron energy distribution function: 
#              Maxwellian
#
# Calculated Data:
# ================
#  T_e           n_e           POP_COEFF      
   1.0000        1.0000e+16    7.29459704e-28     
   1.0000        1.0608e+16    7.29404974e-28     
   1.0000        1.1253e+16    7.29348890e-28     
   1.0000        1.1938e+16    7.29291407e-28     
   1.0000        1.2664e+16    7.29232479e-28     
   1.0000        1.3434e+16    7.29172058e-28     
   1.0000        1.4251e+16    7.29110092e-28     
   1.0000        1.5118e+16    7.29046530e-28     
   1.0000        1.6037e+16    7.28981317e-28     
   1.0000        1.7013e+16    7.28914396e-28     
   1.0000        1.8047e+16    7.28845709e-28     
   1.0000        1.9145e+16    7.28775192e-28     
   1.0000        2.0309e+16    7.28702782e-28     
   1.0000        2.1544e+16    7.28628411e-28     
   1.0000        2.2855e+16    7.28552010e-28     
   1.0000        2.4245e+16    7.28473505e-28     
   1.0000        2.5719e+16    7.28392820e-28     
   1.0000        2.7283e+16    7.28309874e-28     
   1.0000        2.8943e+16    7.28224586e-28     
   1.0000        3.0703e+16    7.28136867e-28     
   1.0000        3.2570e+16    7.28046626e-28     
   1.0000        3.4551e+16    7.27953770e-28     
   1.0000        3.6652e+16    7.27858199e-28     
   1.0000        3.8882e+16    7.27759810e-28     
   1.0000        4.1246e+16    7.27658493e-28     
   1.0000        4.3755e+16    7.27554137e-28     
   1.0000        4.6416e+16    7.27446623e-28     
   1.0000        4.9239e+16    7.27335826e-28     
   1.0000        5.2233e+16    7.27221619e-28     
   1.0000        5.5410e+16    7.27103866e-28     
   1.0000        5.8780e+16    7.26982425e-28     
   1.0000        6.2355e+16    7.26857148e-28     
   1.0000        6.6147e+16    7.26727879e-28     
   1.0000        7.0170e+16    7.26594456e-28     
   1.0000        7.4438e+16    7.26456709e-28     
   1.0000        7.8965e+16    7.26314459e-28     
   1.0000        8.3768e+16    7.26167519e-28     
   1.0000        8.8862e+16    7.26015691e-28     
   1.0000        9.4267e+16    7.25858770e-28     
   1.0000        1.0000e+17    7.25696538e-28     
   1.0000        1.0608e+17    7.25528769e-28     
   1.0000        1.1253e+17    7.25355224e-28     
   1.0000        1.1938e+17    7.25175652e-28     
   1.0000        1.2664e+17    7.24989790e-28     
   1.0000        1.3434e+17    7.24797361e-28     
   1.0000        1.4251e+17    7.24598076e-28     
   1.0000        1.5118e+17    7.24391628e-28     
   1.0000        1.6037e+17    7.24177698e-28     
   1.0000        1.7013e+17    7.23955949e-28     
   1.0000        1.8047e+17    7.23726027e-28     
   1.0000        1.9145e+17    7.23487562e-28     
   1.0000        2.0309e+17    7.23240163e-28     
   1.0000        2.1544e+17    7.22983420e-28     
   1.0000        2.2855e+17    7.22716902e-28     
   1.0000        2.4245e+17    7.22440157e-28     
   1.0000        2.5719e+17    7.22152707e-28     
   1.0000        2.7283e+17    7.21854051e-28     
   1.0000        2.8943e+17    7.21543661e-28     
   1.0000        3.0703e+17    7.21220983e-28     
   1.0000        3.2570e+17    7.20885429e-28     
   1.0000        3.4551e+17    7.20536384e-28     
   1.0000        3.6652e+17    7.20173196e-28     
   1.0000        3.8882e+17    7.19795181e-28     
   1.0000        4.1246e+17    7.19401614e-28     
   1.0000        4.3755e+17    7.18991730e-28     
   1.0000        4.6416e+17    7.18564725e-28     
   1.0000        4.9239e+17    7.18119746e-28     
   1.0000        5.2233e+17    7.17655895e-28     
   1.0000        5.5410e+17    7.17172222e-28     
   1.0000        5.8780e+17    7.16667726e-28     
   1.0000        6.2355e+17    7.16141349e-28     
   1.0000        6.6147e+17    7.15591976e-28     
   1.0000        7.0170e+17    7.15018429e-28     
   1.0000        7.4438e+17    7.14419467e-28     
   1.0000        7.8965e+17    7.13793783e-28     
   1.0000        8.3768e+17    7.13139999e-28     
   1.0000        8.8862e+17    7.12456665e-28     
   1.0000        9.4267e+17    7.11742256e-28     
   1.0000        1.0000e+18    7.10995170e-28     
   1.0000        1.0608e+18    7.10213721e-28     
   1.0000        1.1253e+18    7.09396143e-28     
   1.0000        1.1938e+18    7.08540581e-28     
   1.0000        1.2664e+18    7.07645091e-28     
   1.0000        1.3434e+18    7.06707640e-28     
   1.0000        1.4251e+18    7.05726096e-28     
   1.0000        1.5118e+18    7.04698232e-28     
   1.0000        1.6037e+18    7.03621720e-28     
   1.0000        1.7013e+18    7.02494131e-28     
   1.0000        1.8047e+18    7.01312926e-28     
   1.0000        1.9145e+18    7.00075463e-28     
   1.0000        2.0309e+18    6.98778986e-28     
   1.0000        2.1544e+18    6.97420626e-28     
   1.0000        2.2855e+18    6.95997400e-28     
   1.0000        2.4245e+18    6.94506206e-28     
   1.0000        2.5719e+18    6.92943826e-28     
   1.0000        2.7283e+18    6.91306920e-28     
   1.0000        2.8943e+18    6.89592026e-28     
   1.0000        3.0703e+18    6.87795563e-28     
   1.0000        3.2570e+18    6.85913829e-28     
   1.0000        3.4551e+18    6.83943002e-28     
   1.0000        3.6652e+18    6.81879144e-28     
   1.0000        3.8882e+18    6.79718203e-28     
   1.0000        4.1246e+18    6.77456019e-28     
   1.0000        4.3755e+18    6.75088329e-28     
   1.0000        4.6416e+18    6.72610776e-28     
   1.0000        4.9239e+18    6.70018916e-28     
   1.0000        5.2233e+18    6.67308233e-28     
   1.0000        5.5410e+18    6.64474149e-28     
   1.0000        5.8780e+18    6.61512043e-28     
   1.0000        6.2355e+18    6.58417267e-28     
   1.0000        6.6147e+18    6.55185167e-28     
   1.0000        7.0170e+18    6.51811106e-28     
   1.0000        7.4438e+18    6.48290492e-28     
   1.0000        7.8965e+18    6.44618804e-28     
   1.0000        8.3768e+18    6.40791624e-28     
   1.0000        8.8862e+18    6.36804673e-28     
   1.0000        9.4267e+18    6.32653847e-28     
   1.0000        1.0000e+19    6.28335256e-28     
   1.0000        1.0608e+19    6.23845266e-28     
   1.0000        1.1253e+19    6.19180541e-28     
   1.0000        1.1938e+19    6.14338095e-28     
   1.0000        1.2664e+19    6.09315332e-28     
   1.0000        1.3434e+19    6.04110097e-28     
   1.0000        1.4251e+19    5.98720728e-28     
   1.0000        1.5118e+19    5.93146099e-28     
   1.0000        1.6037e+19    5.87385674e-28     
   1.0000        1.7013e+19    5.81439549e-28     
   1.0000        1.8047e+19    5.75308497e-28     
   1.0000        1.9145e+19    5.68994014e-28     
   1.0000        2.0309e+19    5.62498350e-28     
   1.0000        2.1544e+19    5.55824547e-28     
   1.0000        2.2855e+19    5.48976464e-28     
   1.0000        2.4245e+19    5.41958799e-28     
   1.0000        2.5719e+19    5.34777103e-28     
   1.0000        2.7283e+19    5.27437784e-28     
   1.0000        2.8943e+19    5.19948107e-28     
   1.0000        3.0703e+19    5.12316182e-28     
   1.0000        3.2570e+19    5.04550939e-28     
   1.0000        3.4551e+19    4.96662103e-28     
   1.0000        3.6652e+19    4.88660148e-28     
   1.0000        3.8882e+19    4.80556253e-28     
   1.0000        4.1246e+19    4.72362234e-28     
   1.0000        4.3755e+19    4.64090483e-28     
   1.0000        4.6416e+19    4.55753888e-28     
   1.0000        4.9239e+19    4.47365750e-28     
   1.0000        5.2233e+19    4.38939693e-28     
   1.0000        5.5410e+19    4.30489569e-28     
   1.0000        5.8780e+19    4.22029362e-28     
   1.0000        6.2355e+19    4.13573082e-28     
   1.0000        6.6147e+19    4.05134669e-28     
   1.0000        7.0170e+19    3.96727890e-28     
   1.0000        7.4438e+19    3.88366242e-28     
   1.0000        7.8965e+19    3.80062856e-28     
   1.0000        8.3768e+19    3.71830406e-28     
   1.0000        8.8862e+19    3.63681029e-28     
   1.0000        9.4267e+19    3.55626249e-28     
   1.0000        1.0000e+20    3.47676902e-28     
   1.0000        1.0608e+20    3.39843085e-28     
   1.0000        1.1253e+20    3.32134102e-28     
   1.0000        1.1938e+20    3.24558422e-28     
   1.0000        1.2664e+20    3.17123651e-28     
   1.0000        1.3434e+20    3.09836508e-28     
   1.0000        1.4251e+20    3.02702818e-28     
   1.0000        1.5118e+20    2.95727503e-28     
   1.0000        1.6037e+20    2.88914592e-28     
   1.0000        1.7013e+20    2.82267233e-28     
   1.0000        1.8047e+20    2.75787712e-28     
   1.0000        1.9145e+20    2.69477486e-28     
   1.0000        2.0309e+20    2.63337206e-28     
   1.0000        2.1544e+20    2.57366765e-28     
   1.0000        2.2855e+20    2.51565330e-28     
   1.0000        2.4245e+20    2.45931391e-28     
   1.0000        2.5719e+20    2.40462809e-28     
   1.0000        2.7283e+20    2.35156859e-28     
   1.0000        2.8943e+20    2.30010286e-28     
   1.0000        3.0703e+20    2.25019347e-28     
   1.0000        3.2570e+20    2.20179870e-28     
   1.0000        3.4551e+20    2.15487292e-28     
   1.0000        3.6652e+20    2.10936717e-28     
   1.0000        3.8882e+20    2.06522956e-28     
   1.0000        4.1246e+20    2.02240577e-28     
   1.0000        4.3755e+20    1.98083943e-28     
   1.0000        4.6416e+20    1.94047259e-28     
   1.0000        4.9239e+20    1.90124610e-28     
   1.0000        5.2233e+20    1.86309997e-28     
   1.0000        5.5410e+20    1.82597376e-28     
   1.0000        5.8780e+20    1.78980690e-28     
   1.0000        6.2355e+20    1.75453900e-28     
   1.0000        6.6147e+20    1.72011020e-28     
   1.0000        7.0170e+20    1.68646140e-28     
   1.0000        7.4438e+20    1.65353458e-28     
   1.0000        7.8965e+20    1.62127302e-28     
   1.0000        8.3768e+20    1.58962156e-28     
   1.0000        8.8862e+20    1.55852682e-28     
   1.0000        9.4267e+20    1.52793741e-28     
   1.0000        1.0000e+21    1.49780417e-28     
   1.0608        1.0000e+16    1.40881366e-27     
   1.0608        1.0608e+16    1.40869869e-27     
   1.0608        1.1253e+16    1.40858088e-27     
   1.0608        1.1938e+16    1.40846014e-27     
   1.0608        1.2664e+16    1.40833638e-27     
   1.0608        1.3434e+16    1.40820948e-27     
   1.0608        1.4251e+16    1.40807936e-27     
   1.0608        1.5118e+16    1.40794589e-27     
   1.0608        1.6037e+16    1.40780896e-27     
   1.0608        1.7013e+16    1.40766846e-27     
   1.0608        1.8047e+16    1.40752427e-27     
   1.0608        1.9145e+16    1.40737624e-27     
   1.0608        2.0309e+16    1.40722425e-27     
   1.0608        2.1544e+16    1.40706816e-27     
   1.0608        2.2855e+16    1.40690783e-27     
   1.0608        2.4245e+16    1.40674309e-27     
   1.0608        2.5719e+16    1.40657379e-27     
   1.0608        2.7283e+16    1.40639977e-27     
   1.0608        2.8943e+16    1.40622085e-27     
   1.0608        3.0703e+16    1.40603684e-27     
   1.0608        3.2570e+16    1.40584757e-27     
   1.0608        3.4551e+16    1.40565283e-27     
   1.0608        3.6652e+16    1.40545242e-27     
   1.0608        3.8882e+16    1.40524612e-27     
   1.0608        4.1246e+16    1.40503371e-27     
   1.0608        4.3755e+16    1.40481494e-27     
   1.0608        4.6416e+16    1.40458959e-27     
   1.0608        4.9239e+16    1.40435738e-27     
   1.0608        5.2233e+16    1.40411805e-27     
   1.0608        5.5410e+16    1.40387132e-27     
   1.0608        5.8780e+16    1.40361689e-27     
   1.0608        6.2355e+16    1.40335446e-27     
   1.0608        6.6147e+16    1.40308370e-27     
   1.0608        7.0170e+16    1.40280428e-27     
   1.0608        7.4438e+16    1.40251584e-27     
   1.0608        7.8965e+16    1.40221801e-27     
   1.0608        8.3768e+16    1.40191040e-27     
   1.0608        8.8862e+16    1.40159260e-27     
   1.0608        9.4267e+16    1.40126419e-27     
   1.0608        1.0000e+17    1.40092471e-27     
   1.0608        1.0608e+17    1.40057369e-27     
   1.0608        1.1253e+17    1.40021064e-27     
   1.0608        1.1938e+17    1.39983504e-27     
   1.0608        1.2664e+17    1.39944634e-27     
   1.0608        1.3434e+17    1.39904396e-27     
   1.0608        1.4251e+17    1.39862731e-27     
   1.0608        1.5118e+17    1.39819575e-27     
   1.0608        1.6037e+17    1.39774861e-27     
   1.0608        1.7013e+17    1.39728522e-27     
   1.0608        1.8047e+17    1.39680482e-27     
   1.0608        1.9145e+17    1.39630665e-27     
   1.0608        2.0309e+17    1.39578990e-27     
   1.0608        2.1544e+17    1.39525373e-27     
   1.0608        2.2855e+17    1.39469724e-27     
   1.0608        2.4245e+17    1.39411949e-27     
   1.0608        2.5719e+17    1.39351951e-27     
   1.0608        2.7283e+17    1.39289624e-27     
   1.0608        2.8943e+17    1.39224861e-27     
   1.0608        3.0703e+17    1.39157545e-27     
   1.0608        3.2570e+17    1.39087557e-27     
   1.0608        3.4551e+17    1.39014767e-27     
   1.0608        3.6652e+17    1.38939043e-27     
   1.0608        3.8882e+17    1.38860241e-27     
   1.0608        4.1246e+17    1.38778213e-27     
   1.0608        4.3755e+17    1.38692800e-27     
   1.0608        4.6416e+17    1.38603835e-27     
   1.0608        4.9239e+17    1.38511143e-27     
   1.0608        5.2233e+17    1.38414538e-27     
   1.0608        5.5410e+17    1.38313824e-27     
   1.0608        5.8780e+17    1.38208793e-27     
   1.0608        6.2355e+17    1.38099229e-27     
   1.0608        6.6147e+17    1.37984901e-27     
   1.0608        7.0170e+17    1.37865566e-27     
   1.0608        7.4438e+17    1.37740968e-27     
   1.0608        7.8965e+17    1.37610839e-27     
   1.0608        8.3768e+17    1.37474895e-27     
   1.0608        8.8862e+17    1.37332838e-27     
   1.0608        9.4267e+17    1.37184356e-27     
   1.0608        1.0000e+18    1.37029118e-27     
   1.0608        1.0608e+18    1.36866781e-27     
   1.0608        1.1253e+18    1.36696982e-27     
   1.0608        1.1938e+18    1.36519342e-27     
   1.0608        1.2664e+18    1.36333463e-27     
   1.0608        1.3434e+18    1.36138930e-27     
   1.0608        1.4251e+18    1.35935309e-27     
   1.0608        1.5118e+18    1.35722146e-27     
   1.0608        1.6037e+18    1.35498966e-27     
   1.0608        1.7013e+18    1.35265274e-27     
   1.0608        1.8047e+18    1.35020557e-27     
   1.0608        1.9145e+18    1.34764276e-27     
   1.0608        2.0309e+18    1.34495873e-27     
   1.0608        2.1544e+18    1.34214767e-27     
   1.0608        2.2855e+18    1.33920354e-27     
   1.0608        2.4245e+18    1.33612007e-27     
   1.0608        2.5719e+18    1.33289076e-27     
   1.0608        2.7283e+18    1.32950887e-27     
   1.0608        2.8943e+18    1.32596743e-27     
   1.0608        3.0703e+18    1.32225925e-27     
   1.0608        3.2570e+18    1.31837687e-27     
   1.0608        3.4551e+18    1.31431265e-27     
   1.0608        3.6652e+18    1.31005869e-27     
   1.0608        3.8882e+18    1.30560691e-27     
   1.0608        4.1246e+18    1.30094902e-27     
   1.0608        4.3755e+18    1.29607653e-27     
   1.0608        4.6416e+18    1.29098081e-27     
   1.0608        4.9239e+18    1.28565307e-27     
   1.0608        5.2233e+18    1.28008440e-27     
   1.0608        5.5410e+18    1.27426581e-27     
   1.0608        5.8780e+18    1.26818826e-27     
   1.0608        6.2355e+18    1.26184270e-27     
   1.0608        6.6147e+18    1.25522011e-27     
   1.0608        7.0170e+18    1.24831154e-27     
   1.0608        7.4438e+18    1.24110820e-27     
   1.0608        7.8965e+18    1.23360149e-27     
   1.0608        8.3768e+18    1.22578310e-27     
   1.0608        8.8862e+18    1.21764502e-27     
   1.0608        9.4267e+18    1.20917970e-27     
   1.0608        1.0000e+19    1.20038006e-27     
   1.0608        1.0608e+19    1.19123962e-27     
   1.0608        1.1253e+19    1.18175256e-27     
   1.0608        1.1938e+19    1.17191385e-27     
   1.0608        1.2664e+19    1.16171930e-27     
   1.0608        1.3434e+19    1.15116569e-27     
   1.0608        1.4251e+19    1.14025084e-27     
   1.0608        1.5118e+19    1.12897373e-27     
   1.0608        1.6037e+19    1.11733457e-27     
   1.0608        1.7013e+19    1.10533488e-27     
   1.0608        1.8047e+19    1.09297762e-27     
   1.0608        1.9145e+19    1.08026720e-27     
   1.0608        2.0309e+19    1.06720959e-27     
   1.0608        2.1544e+19    1.05381234e-27     
   1.0608        2.2855e+19    1.04008465e-27     
   1.0608        2.4245e+19    1.02603737e-27     
   1.0608        2.5719e+19    1.01168306e-27     
   1.0608        2.7283e+19    9.97035919e-28     
   1.0608        2.8943e+19    9.82111801e-28     
   1.0608        3.0703e+19    9.66928171e-28     
   1.0608        3.2570e+19    9.51504040e-28     
   1.0608        3.4551e+19    9.35859884e-28     
   1.0608        3.6652e+19    9.20017548e-28     
   1.0608        3.8882e+19    9.04000127e-28     
   1.0608        4.1246e+19    8.87831837e-28     
   1.0608        4.3755e+19    8.71537859e-28     
   1.0608        4.6416e+19    8.55144181e-28     
   1.0608        4.9239e+19    8.38677420e-28     
   1.0608        5.2233e+19    8.22164636e-28     
   1.0608        5.5410e+19    8.05633142e-28     
   1.0608        5.8780e+19    7.89110306e-28     
   1.0608        6.2355e+19    7.72623351e-28     
   1.0608        6.6147e+19    7.56199165e-28     
   1.0608        7.0170e+19    7.39864104e-28     
   1.0608        7.4438e+19    7.23643808e-28     
   1.0608        7.8965e+19    7.07563027e-28     
   1.0608        8.3768e+19    6.91645459e-28     
   1.0608        8.8862e+19    6.75913599e-28     
   1.0608        9.4267e+19    6.60388609e-28     
   1.0608        1.0000e+20    6.45090199e-28     
   1.0608        1.0608e+20    6.30036534e-28     
   1.0608        1.1253e+20    6.15244149e-28     
   1.0608        1.1938e+20    6.00727895e-28     
   1.0608        1.2664e+20    5.86500895e-28     
   1.0608        1.3434e+20    5.72574523e-28     
   1.0608        1.4251e+20    5.58958396e-28     
   1.0608        1.5118e+20    5.45660391e-28     
   1.0608        1.6037e+20    5.32686666e-28     
   1.0608        1.7013e+20    5.20041703e-28     
   1.0608        1.8047e+20    5.07728363e-28     
   1.0608        1.9145e+20    4.95747949e-28     
   1.0608        2.0309e+20    4.84100276e-28     
   1.0608        2.1544e+20    4.72783758e-28     
   1.0608        2.2855e+20    4.61795492e-28     
   1.0608        2.4245e+20    4.51131346e-28     
   1.0608        2.5719e+20    4.40786060e-28     
   1.0608        2.7283e+20    4.30753341e-28     
   1.0608        2.8943e+20    4.21025957e-28     
   1.0608        3.0703e+20    4.11595838e-28     
   1.0608        3.2570e+20    4.02454170e-28     
   1.0608        3.4551e+20    3.93591491e-28     
   1.0608        3.6652e+20    3.84997781e-28     
   1.0608        3.8882e+20    3.76662551e-28     
   1.0608        4.1246e+20    3.68574931e-28     
   1.0608        4.3755e+20    3.60723746e-28     
   1.0608        4.6416e+20    3.53097601e-28     
   1.0608        4.9239e+20    3.45684950e-28     
   1.0608        5.2233e+20    3.38474169e-28     
   1.0608        5.5410e+20    3.31453622e-28     
   1.0608        5.8780e+20    3.24611724e-28     
   1.0608        6.2355e+20    3.17937000e-28     
   1.0608        6.6147e+20    3.11418140e-28     
   1.0608        7.0170e+20    3.05044055e-28     
   1.0608        7.4438e+20    2.98803922e-28     
   1.0608        7.8965e+20    2.92687235e-28     
   1.0608        8.3768e+20    2.86683844e-28     
   1.0608        8.8862e+20    2.80784001e-28     
   1.0608        9.4267e+20    2.74978392e-28     
   1.0608        1.0000e+21    2.69258180e-28     
   1.1253        1.0000e+16    2.70319532e-27     
   1.1253        1.0608e+16    2.70295448e-27     
   1.1253        1.1253e+16    2.70270771e-27     
   1.1253        1.1938e+16    2.70245484e-27     
   1.1253        1.2664e+16    2.70219565e-27     
   1.1253        1.3434e+16    2.70192994e-27     
   1.1253        1.4251e+16    2.70165750e-27     
   1.1253        1.5118e+16    2.70137808e-27     
   1.1253        1.6037e+16    2.70109147e-27     
   1.1253        1.7013e+16    2.70079741e-27     
   1.1253        1.8047e+16    2.70049564e-27     
   1.1253        1.9145e+16    2.70018591e-27     
   1.1253        2.0309e+16    2.69986792e-27     
   1.1253        2.1544e+16    2.69954139e-27     
   1.1253        2.2855e+16    2.69920603e-27     
   1.1253        2.4245e+16    2.69886150e-27     
   1.1253        2.5719e+16    2.69850749e-27     
   1.1253        2.7283e+16    2.69814365e-27     
   1.1253        2.8943e+16    2.69776962e-27     
   1.1253        3.0703e+16    2.69738502e-27     
   1.1253        3.2570e+16    2.69698947e-27     
   1.1253        3.4551e+16    2.69658256e-27     
   1.1253        3.6652e+16    2.69616385e-27     
   1.1253        3.8882e+16    2.69573292e-27     
   1.1253        4.1246e+16    2.69528928e-27     
   1.1253        4.3755e+16    2.69483246e-27     
   1.1253        4.6416e+16    2.69436195e-27     
   1.1253        4.9239e+16    2.69387721e-27     
   1.1253        5.2233e+16    2.69337770e-27     
   1.1253        5.5410e+16    2.69286283e-27     
   1.1253        5.8780e+16    2.69233199e-27     
   1.1253        6.2355e+16    2.69178456e-27     
   1.1253        6.6147e+16    2.69121986e-27     
   1.1253        7.0170e+16    2.69063719e-27     
   1.1253        7.4438e+16    2.69003583e-27     
   1.1253        7.8965e+16    2.68941501e-27     
   1.1253        8.3768e+16    2.68877394e-27     
   1.1253        8.8862e+16    2.68811175e-27     
   1.1253        9.4267e+16    2.68742758e-27     
   1.1253        1.0000e+17    2.68672050e-27     
   1.1253        1.0608e+17    2.68598953e-27     
   1.1253        1.1253e+17    2.68523366e-27     
   1.1253        1.1938e+17    2.68445181e-27     
   1.1253        1.2664e+17    2.68364286e-27     
   1.1253        1.3434e+17    2.68280563e-27     
   1.1253        1.4251e+17    2.68193888e-27     
   1.1253        1.5118e+17    2.68104131e-27     
   1.1253        1.6037e+17    2.68011155e-27     
   1.1253        1.7013e+17    2.67914818e-27     
   1.1253        1.8047e+17    2.67814969e-27     
   1.1253        1.9145e+17    2.67711450e-27     
   1.1253        2.0309e+17    2.67604095e-27     
   1.1253        2.1544e+17    2.67492730e-27     
   1.1253        2.2855e+17    2.67377171e-27     
   1.1253        2.4245e+17    2.67257227e-27     
   1.1253        2.5719e+17    2.67132695e-27     
   1.1253        2.7283e+17    2.67003362e-27     
   1.1253        2.8943e+17    2.66869003e-27     
   1.1253        3.0703e+17    2.66729384e-27     
   1.1253        3.2570e+17    2.66584255e-27     
   1.1253        3.4551e+17    2.66433355e-27     
   1.1253        3.6652e+17    2.66276407e-27     
   1.1253        3.8882e+17    2.66113121e-27     
   1.1253        4.1246e+17    2.65943189e-27     
   1.1253        4.3755e+17    2.65766288e-27     
   1.1253        4.6416e+17    2.65582076e-27     
   1.1253        4.9239e+17    2.65390192e-27     
   1.1253        5.2233e+17    2.65190256e-27     
   1.1253        5.5410e+17    2.64981866e-27     
   1.1253        5.8780e+17    2.64764598e-27     
   1.1253        6.2355e+17    2.64538007e-27     
   1.1253        6.6147e+17    2.64301621e-27     
   1.1253        7.0170e+17    2.64054945e-27     
   1.1253        7.4438e+17    2.63797457e-27     
   1.1253        7.8965e+17    2.63528607e-27     
   1.1253        8.3768e+17    2.63247817e-27     
   1.1253        8.8862e+17    2.62954481e-27     
   1.1253        9.4267e+17    2.62647961e-27     
   1.1253        1.0000e+18    2.62327588e-27     
   1.1253        1.0608e+18    2.61992659e-27     
   1.1253        1.1253e+18    2.61642441e-27     
   1.1253        1.1938e+18    2.61276163e-27     
   1.1253        1.2664e+18    2.60893020e-27     
   1.1253        1.3434e+18    2.60492171e-27     
   1.1253        1.4251e+18    2.60072737e-27     
   1.1253        1.5118e+18    2.59633799e-27     
   1.1253        1.6037e+18    2.59174400e-27     
   1.1253        1.7013e+18    2.58693544e-27     
   1.1253        1.8047e+18    2.58190191e-27     
   1.1253        1.9145e+18    2.57663259e-27     
   1.1253        2.0309e+18    2.57111626e-27     
   1.1253        2.1544e+18    2.56534123e-27     
   1.1253        2.2855e+18    2.55929538e-27     
   1.1253        2.4245e+18    2.55296614e-27     
   1.1253        2.5719e+18    2.54634049e-27     
   1.1253        2.7283e+18    2.53940497e-27     
   1.1253        2.8943e+18    2.53214564e-27     
   1.1253        3.0703e+18    2.52454815e-27     
   1.1253        3.2570e+18    2.51659768e-27     
   1.1253        3.4551e+18    2.50827902e-27     
   1.1253        3.6652e+18    2.49957652e-27     
   1.1253        3.8882e+18    2.49047415e-27     
   1.1253        4.1246e+18    2.48095555e-27     
   1.1253        4.3755e+18    2.47100400e-27     
   1.1253        4.6416e+18    2.46060254e-27     
   1.1253        4.9239e+18    2.44973393e-27     
   1.1253        5.2233e+18    2.43838082e-27     
   1.1253        5.5410e+18    2.42652571e-27     
   1.1253        5.8780e+18    2.41415109e-27     
   1.1253        6.2355e+18    2.40123951e-27     
   1.1253        6.6147e+18    2.38777369e-27     
   1.1253        7.0170e+18    2.37373661e-27     
   1.1253        7.4438e+18    2.35911162e-27     
   1.1253        7.8965e+18    2.34388262e-27     
   1.1253        8.3768e+18    2.32803413e-27     
   1.1253        8.8862e+18    2.31155150e-27     
   1.1253        9.4267e+18    2.29442103e-27     
   1.1253        1.0000e+19    2.27663015e-27     
   1.1253        1.0608e+19    2.25816760e-27     
   1.1253        1.1253e+19    2.23902360e-27     
   1.1253        1.1938e+19    2.21919003e-27     
   1.1253        1.2664e+19    2.19866064e-27     
   1.1253        1.3434e+19    2.17743118e-27     
   1.1253        1.4251e+19    2.15549967e-27     
   1.1253        1.5118e+19    2.13286648e-27     
   1.1253        1.6037e+19    2.10953458e-27     
   1.1253        1.7013e+19    2.08550964e-27     
   1.1253        1.8047e+19    2.06080023e-27     
   1.1253        1.9145e+19    2.03541787e-27     
   1.1253        2.0309e+19    2.00937722e-27     
   1.1253        2.1544e+19    1.98269608e-27     
   1.1253        2.2855e+19    1.95539552e-27     
   1.1253        2.4245e+19    1.92749982e-27     
   1.1253        2.5719e+19    1.89903655e-27     
   1.1253        2.7283e+19    1.87003646e-27     
   1.1253        2.8943e+19    1.84053340e-27     
   1.1253        3.0703e+19    1.81056427e-27     
   1.1253        3.2570e+19    1.78016878e-27     
   1.1253        3.4551e+19    1.74938932e-27     
   1.1253        3.6652e+19    1.71827071e-27     
   1.1253        3.8882e+19    1.68685996e-27     
   1.1253        4.1246e+19    1.65520593e-27     
   1.1253        4.3755e+19    1.62335909e-27     
   1.1253        4.6416e+19    1.59137110e-27     
   1.1253        4.9239e+19    1.55929453e-27     
   1.1253        5.2233e+19    1.52718241e-27     
   1.1253        5.5410e+19    1.49508790e-27     
   1.1253        5.8780e+19    1.46306388e-27     
   1.1253        6.2355e+19    1.43116261e-27     
   1.1253        6.6147e+19    1.39943528e-27     
   1.1253        7.0170e+19    1.36793175e-27     
   1.1253        7.4438e+19    1.33670011e-27     
   1.1253        7.8965e+19    1.30578644e-27     
   1.1253        8.3768e+19    1.27523450e-27     
   1.1253        8.8862e+19    1.24508545e-27     
   1.1253        9.4267e+19    1.21537765e-27     
   1.1253        1.0000e+20    1.18614644e-27     
   1.1253        1.0608e+20    1.15742405e-27     
   1.1253        1.1253e+20    1.12923941e-27     
   1.1253        1.1938e+20    1.10161811e-27     
   1.1253        1.2664e+20    1.07458235e-27     
   1.1253        1.3434e+20    1.04815093e-27     
   1.1253        1.4251e+20    1.02233927e-27     
   1.1253        1.5118e+20    9.97159473e-28     
   1.1253        1.6037e+20    9.72620377e-28     
   1.1253        1.7013e+20    9.48727691e-28     
   1.1253        1.8047e+20    9.25484102e-28     
   1.1253        1.9145e+20    9.02889422e-28     
   1.1253        2.0309e+20    8.80940745e-28     
   1.1253        2.1544e+20    8.59632617e-28     
   1.1253        2.2855e+20    8.38957212e-28     
   1.1253        2.4245e+20    8.18904522e-28     
   1.1253        2.5719e+20    7.99462540e-28     
