          12
$structures
Structure    1
           6
   1.01679498291016      -0.902140197753906     
   1.01653997802734       -1.21725598144531     
   1.06729797363281       -1.26743200683594     
   1.14643603515625       -1.34261901855469     
  0.900000000000000       -1.30000000000000     
   1.01679498291016      -0.902140197753906     
Structure    2
           6
   1.43825195312500       -1.24469104003906     
   1.64519995117188       -1.24480004882813     
   1.72393505859375       -1.24472204589844     
   1.60000000000000       -1.30000000000000     
   1.40117004394531       -1.24477001953125     
   1.43825195312500       -1.24469104003906     
Structure    3
          27
   1.58800000000000        1.36700000000000     
   1.60713000488281        1.36318994140625     
   1.62335998535156        1.35235998535156     
   1.62193994140625        1.35093994140625     
   1.60636999511719        1.36134997558594     
   1.58800000000000        1.36500000000000     
   1.56963000488281        1.36134997558594     
   1.55406005859375        1.35093994140625     
   1.54365002441406        1.33536999511719     
   1.54000000000000        1.31700000000000     
   1.54365002441406        1.29863000488281     
   1.55406005859375        1.28306005859375     
   1.56963000488281        1.27265002441406     
   1.58800000000000        1.26900000000000     
   1.60636999511719        1.27265002441406     
   1.62193994140625        1.28306005859375     
   1.62335998535156        1.28164001464844     
   1.60713000488281        1.27081005859375     
   1.58800000000000        1.26700000000000     
   1.56886999511719        1.27081005859375     
   1.55264001464844        1.28164001464844     
   1.54181005859375        1.29786999511719     
   1.53800000000000        1.31700000000000     
   1.54181005859375        1.33613000488281     
   1.55264001464844        1.35235998535156     
   1.56886999511719        1.36318994140625     
   1.58800000000000        1.36700000000000     
Structure    4
          27
   1.11500000000000        1.35600000000000     
   1.13413000488281        1.35218994140625     
   1.15035998535156        1.34135998535156     
   1.14893994140625        1.33993994140625     
   1.13336999511719        1.35034997558594     
   1.11500000000000        1.35400000000000     
   1.09663000488281        1.35034997558594     
   1.08106005859375        1.33993994140625     
   1.07065002441406        1.32436999511719     
   1.06700000000000        1.30600000000000     
   1.07065002441406        1.28763000488281     
   1.08106005859375        1.27206005859375     
   1.09663000488281        1.26165002441406     
   1.11500000000000        1.25800000000000     
   1.13336999511719        1.26165002441406     
   1.14893994140625        1.27206005859375     
   1.15035998535156        1.27064001464844     
   1.13413000488281        1.25981005859375     
   1.11500000000000        1.25600000000000     
   1.09586999511719        1.25981005859375     
   1.07964001464844        1.27064001464844     
   1.06881005859375        1.28686999511719     
   1.06500000000000        1.30600000000000     
   1.06881005859375        1.32513000488281     
   1.07964001464844        1.34135998535156     
   1.09586999511719        1.35218994140625     
   1.11500000000000        1.35600000000000     
Structure    5
          17
   1.58800000000000        1.35200000000000     
   1.60139001464844        1.34933996582031     
   1.61275000000000        1.34175000000000     
   1.62033996582031        1.33039001464844     
   1.62300000000000        1.31700000000000     
   1.62033996582031        1.30360998535156     
   1.61275000000000        1.29225000000000     
   1.60139001464844        1.28466003417969     
   1.58800000000000        1.28200000000000     
   1.57460998535156        1.28466003417969     
   1.56325000000000        1.29225000000000     
   1.55566003417969        1.30360998535156     
   1.55300000000000        1.31700000000000     
   1.55566003417969        1.33039001464844     
   1.56325000000000        1.34175000000000     
   1.57460998535156        1.34933996582031     
   1.58800000000000        1.35200000000000     
Structure    6
          17
   1.11500000000000        1.34100000000000     
   1.12839001464844        1.33833996582031     
   1.13975000000000        1.33075000000000     
   1.14733996582031        1.31939001464844     
   1.15000000000000        1.30600000000000     
   1.14733996582031        1.29260998535156     
   1.13975000000000        1.28125000000000     
   1.12839001464844        1.27366003417969     
   1.11500000000000        1.27100000000000     
   1.10160998535156        1.27366003417969     
   1.09025000000000        1.28125000000000     
   1.08266003417969        1.29260998535156     
   1.08000000000000        1.30600000000000     
   1.08266003417969        1.31939001464844     
   1.09025000000000        1.33075000000000     
   1.10160998535156        1.33833996582031     
   1.11500000000000        1.34100000000000     
Structure    7
           4
   1.02500000000000      -0.750000000000000     
   1.08479699707031      -0.799594604492188     
   1.02500000000000      -0.800000000000000     
   1.02500000000000      -0.750000000000000     
Structure    8
          27
   1.85900000000000       -1.20700000000000     
   1.87813000488281       -1.21081005859375     
   1.89435998535156       -1.22164001464844     
   1.89293994140625       -1.22306005859375     
   1.87736999511719       -1.21265002441406     
   1.85900000000000       -1.20900000000000     
   1.84063000488281       -1.21265002441406     
   1.82506005859375       -1.22306005859375     
   1.81465002441406       -1.23863000488281     
   1.81100000000000       -1.25700000000000     
   1.81465002441406       -1.27536999511719     
   1.82506005859375       -1.29093994140625     
   1.84063000488281       -1.30134997558594     
   1.85900000000000       -1.30500000000000     
   1.87736999511719       -1.30134997558594     
   1.89293994140625       -1.29093994140625     
   1.89435998535156       -1.29235998535156     
   1.87813000488281       -1.30318994140625     
   1.85900000000000       -1.30700000000000     
   1.83986999511719       -1.30318994140625     
